id_number	mz	rtime	empCpd	neutral_formula	ion_relation	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	batch14_MT_20210808_087	batch11_MT_20210805_005	batch12_MT_20210806_005_20210806121327	batch13_MT_20210807_005	batch14_MT_20210808_005	batch14_MT_20210808_089	batch14_MT_20210808_179	batch14_MT_20210808_181
F6073	924.2701	14.61	kp893_923.2614		M0,M+H+	13.1	19.14	3674	152587888	1.0	0.98	18906	4	30112981	0	0	0	0	39865744	41071548	41554615
F6074	652.4187	103.4	kp894_651.4116		M0,M+H+	100.72	105.33	3077	5136481	1.0	0.94	375	4	1092031	0	0	0	0	797650	1438739	1821061
F6076	766.5748	61.04	kp895_765.5675		M0,M+H+	56.48	65.54	3324	417586503	1.0	0.98	166	8	61213677	49872912	52920366	64652226	60139084	57351191	39849248	36613786
F6077	766.5748	69.62	kp896_765.5675		M0,M+H+	67.02	73.38	3324	356269053	1.0	0.99	304	8	44732549	48629997	45376400	49235851	47065631	42060056	41443765	40851641
F6078	652.4302	82.48	4951	C33H65O10P	singleton	78.66	85.53	3078	4018421	1.0	0.87	433	4	432545	0	0	0	0	828078	1272520	1504286
F6079	925.0234	146.67	kp897_924.0156		M0,M+H+	145.18	149.65	3676	315359034	1.0	0.97	50185	8	40368582	38677089	31961190	42037465	42618089	40857710	43917888	41167816
F6085	576.9756	24.07	_singleton_4954	C11H3F19O5	singleton	21.82	26.36	2869	3118313	1.0	0.99	14	8	327779	444797	318482	286386	451817	340183	519098	420942
F6086	576.9756	61.04	_singleton_4955	C11H3F19O5	singleton	56.48	64.4	2869	4192033	0.81	0.88	8	8	559431	651508	381148	387117	443123	517440	728001	552676
F6090	577.483	23.7	kp898_576.4758		M0,M+H+	21.43	26.75	2870	78250852	1.0	0.98	114	8	12431023	6655592	6747753	6239894	7226273	13370094	12803254	11482389
F6094	652.5514	14.99	kp899_651.5447		M0,M+H+	13.48	16.89	3081	14444124	1.0	0.98	3651	4	4005257	0	0	0	0	3950518	3390042	3108307
F6098	768.554	65.15	kp818_745.5637		M0,Na/H	60.67	69.25	3327	66475746	1.0	0.97	655	8	8627967	7868868	7922642	8660930	8045193	9144270	8450409	7399688
F6099	768.554	72.25	kp819_745.5637		M0,Na/H	69.25	76.75	3327	43641157	1.0	0.96	790	8	5375981	6098493	5205353	5673866	5983411	5942643	5104149	4777929
F6101	768.5901	62.91	kp900_767.5837		M0,M+H+	58.38	67.02	3328	443719495	1.0	0.98	680	8	59895702	53107354	54636620	60709704	59145101	57291700	52280078	49301809
F6102	768.5901	70.38	kp901_767.5844		M0,M+H+	67.02	74.86	3328	383987818	1.0	0.97	1063	8	47329627	54324363	49556243	52282040	54178220	45575119	43104147	41959049
F6103	653.5468	23.7	kp691_652.5396		M0,M+H+	22.58	26.75	3084	18591038	1.0	0.97	2495	8	3383720	2133631	733511	1078413	1674252	2791268	3641003	2995078
F6105	653.5468	49.17	106219		singleton	44.91	52.24	3084	1646818	0.75	0.82	129	8	327419	76196	37211	29341	65847	328010	397232	451650
F6109	578.3386	113.19	4959	C37H40N2O3	singleton	110.44	116.63	2872	2534918	1.0	1.0	410	4	697120	0	0	0	0	481204	737124	642832
F6112	578.3931	89.28	kp902_577.3867		M0,M+H+	84.76	93.39	2873	339082931	1.0	0.86	41006	8	43862072	66263028	14041149	29415244	46388692	43877928	50043434	39779680
F6116	944.555	67.77	4957	C48H78O17		63.28	70.38	3687	4277346	1.0	0.99	460	5	697937	0	0	1136376	844002	0	867595	751444
F6119	578.4864	38.74	106221		singleton	35.64	42.98	2874	5074593	0.94	0.74	319	8	796303	430095	533717	443377	471884	858994	829297	806224
F6123	770.5332	69.25	_singleton_4963	C42H74NO8P	singleton	66.64	72.25	3332	4345626	1.0	0.99	629	4	1160924	0	0	0	0	893276	1257805	1277032
F6124	770.5332	74.86	_singleton_4964	C42H74NO8P	singleton	72.25	78.27	3332	2730361	1.0	0.99	363	4	894123	0	0	0	0	734399	501839	594234
F6125	963.6407	91.5	kp1603_1889.7957		M0,HCl, 2x charged	90.03	93.39	3690	2260210	1.0	1.0	438	1	2270214	0	0	0	0	0	0	0
F6126	963.7684	14.61	4966	C57H106NO8P	singleton	12.72	16.13	3691	2133235	1.0	0.99	375	1	2143239	0	0	0	0	0	0	0
F6127	770.5691	65.9	kp904_769.5619		M0,M+H+	61.42	70.0	3333	55305429	1.0	0.98	5148	8	7532266	6020034	5939523	6622593	6366010	7467948	7992132	6906714
F6128	770.5691	72.63	kp906_769.5619		M0,M+H+	70.0	77.13	3333	36910615	1.0	0.95	5150	8	5421490	4636133	4254324	4122696	4637955	4960861	4840461	4592473
F6129	968.5551	62.91	4967	C50H75N9O9	singleton	58.38	67.02	3692	7658192	1.0	0.94	612	6	1316983	0	0	1224678	1371833	1078053	1278599	1463648
F6131	653.6921	7.77	_singleton_4968	C42H85NO2	singleton	5.86	10.44	3086	9297273	0.75	0.76	9	8	1248984	599550	854675	1461509	1212665	1294594	1255498	1115711
F6132	653.6921	17.63	kp907_652.6849		M0,M+H+	15.37	20.27	3086	8122541	0.74	0.95	10	8	1235464	429911	953571	940174	1355459	735121	1317013	1037748
F6133	653.6921	22.58	_singleton_4969	C42H85NO2	singleton	20.27	25.2	3086	5722360	0.72	0.94	6	8	733855	430059	778532	758410	924909	776890	611660	592219
F6137	653.6921	56.1	_singleton_4973	C42H85NO2	singleton	51.47	60.67	3086	14690599	0.76	0.92	3	8	2052291	1166099	2031407	1983631	2200379	1921568	1943162	1659827
F6140	977.6563	91.87	106222		singleton	89.66	92.63	3694	5508101	1.0	0.78	1329	2	2909263	0	0	0	0	2607838	0	0
F6141	770.6054	64.78	kp908_769.5993		M0,M+H+	60.67	68.51	3335	68599882	1.0	0.96	4244	8	9067109	9521307	8724906	7382163	8317261	8969456	8367150	7725807
F6143	654.3323	14.61	kp910_653.325		M0,M+H+	13.1	19.14	3087	247672276	1.0	0.98	4224	7	30010025	49158624	53005378	0	27479200	30914915	28974284	28146850
F6144	978.995	147.04	kp911_977.9877		M0,M+H+	145.18	150.03	3695	63484668	1.0	0.94	11101	5	16880280	11271171	0	0	11508439	17595582	0	12168112
F6145	579.4988	23.32	kp912_578.4915		M0,M+H+	20.66	27.15	2877	18486435	1.0	0.99	264	8	2545159	1868155	1743966	1749129	1861305	2729419	2900469	2619412
F6151	991.6722	90.39	kp913_990.6649		M0,M+H+	85.9	94.54	3697	541211899	1.0	0.99	84920	8	140802265	44111710	66851021	59126375	65438996	138896014	136244741	132349175
F6158	772.549	69.25	kp914_771.5426		M0,M+H+	66.64	72.63	3338	66487526	1.0	0.91	7864	7	15323921	433755	0	893748	571297	15375588	18469328	17968456
F6159	772.549	74.49	kp915_771.543		M0,M+H+	72.63	79.04	3338	52855640	1.0	0.98	8209	7	13465869	957526	0	890528	874609	12183832	12194663	12084367
F6161	580.325	84.0	4977	C27H50NO10P	singleton	80.95	88.16	2879	5053811	1.0	0.97	456	4	903757	0	0	0	0	1180299	1668560	1329368
F6163	655.5625	31.76	kp916_654.5552		M0,M+H+	27.15	35.64	3091	6997473	0.8	0.96	476	8	1447128	765574	407295	363334	494109	1258639	1303366	1025383
F6164	655.5625	49.17	4978	C38H71NO6	singleton	45.31	53.39	3091	1469010	0.79	0.74	124	8	192830	72281	33367	16191	35663	374302	435922	385801
F6165	772.5852	66.27	kp917_771.5779		M0,M+H+	61.8	69.62	3339	147045503	1.0	0.99	1180	8	19340589	17873768	17501244	19261445	19275059	18258559	17534593	16543395
F6166	772.5852	73.01	kp825_771.5792		M0,M+H+	69.62	77.51	3339	146327952	1.0	0.95	1597	8	19057676	21154022	17840636	18683599	19961135	18662462	15682480	16704837
F6167	580.3613	83.62	kp918_579.3538		M0,M+H+	79.04	88.16	2880	80737294	1.0	0.96	7614	5	15648099	0	859819	0	0	18170591	21529724	24554061
F6176	580.3975	82.48	kp924_579.3903		M0,M+H+	79.04	85.53	2881	15065265	1.0	0.85	1482	4	2819839	0	0	0	0	3433438	4100026	4729962
F6178	993.0107	146.67	kp925_992.0034		M0,M+H+	145.18	149.65	3700	159568947	1.0	0.94	24364	6	31452951	23271229	26628396	27480815	0	0	28075875	26828759
F6179	580.4088	88.53	kp735_579.4032		M0,M+H+	84.38	93.01	2882	242121303	1.0	0.84	41202	8	32637657	40472784	14788865	23453359	30196945	25402032	35459811	35464315
F6184	660.0643	110.04	4980	C21H21N6O15P2	singleton	106.85	113.19	3095	1223726	1.0	0.96	143	2	568735	0	0	0	0	0	0	671998
F6188	660.0701	232.54	kp927_659.0631		M0,M+H+	228.03	237.11	3096	24978427	1.0	0.96	1930	4	6632003	0	0	0	0	6644513	5329680	6397231
F6194	773.9876	146.67	kp1540_1546.9683		M0,M+H+, 2x charged	145.55	149.28	3343	11083780	1.0	0.94	2109	4	4807945	1562381	0	2132721	0	0	0	2939107
F6197	993.7866	32.16	_singleton_4983	C64H106O6	singleton	27.54	34.1	3702	3313537	0.71	0.98	16	7	520871	0	636200	535234	403475	465892	449129	376090
F6200	993.7866	79.81	4984	C64H106O6	singleton	75.23	82.48	3702	2442153	0.71	0.85	11	7	396310	0	342580	402059	415675	380832	283523	206969
F6202	661.5284	85.15	4985	C36H73N2O6P	singleton	82.48	87.41	3098	2647139	1.0	0.97	349	5	504928	0	0	590116	0	580633	525274	460193
F6209	998.2887	14.61	kp930_997.2801		M0,M+H+	13.1	17.63	3704	112496349	1.0	0.99	24686	6	25466862	1879911	2913842	0	0	27469373	27673294	27106067
F6211	774.5646	70.76	kp931_773.5569		M0,M+H+	66.27	72.63	3345	452708532	1.0	0.99	1748	8	106211340	735848	676277	985352	984566	107138767	128546038	126397959
F6212	774.5646	74.86	kp935_773.5575		M0,M+H+	72.63	79.43	3345	568461572	1.0	0.98	2036	8	140622010	5145112	4656402	5007070	4818373	138702463	134304104	129046735
F6215	581.2397	16.89	kp937_580.2327		M0,M+H+	15.37	21.43	2885	252949852	1.0	0.94	89	8	2334535	92927251	99613578	42660183	7774070	779687	1693675	1501722
F6216	581.2397	23.7	kp938_580.2329		M0,M+H+	22.58	26.75	2885	19922777	0.85	0.92	6	8	1727230	3466626	3353278	2763954	2364462	1931976	2119072	2025402
F6221	104.1217	118.53	106225		singleton	116.24	120.41	3706	828757	1.0	0.93	142	6	336867	66218	0	93772	216916	111778	0	50300
F6226	776.2326	14.61	kp942_775.2239		M0,M+H+	13.1	19.14	3348	251561335	1.0	0.98	12274	8	55077017	5399569	7345521	3022934	6012138	56146722	58084474	60489960
F6227	234.1603	18.76	4987	C13H16N2O	singleton	16.51	22.2	3707	1375824	1.0	0.96	194	4	502996	0	0	9065	431955	449421	0	0
F6231	663.4542	14.61	kp944_662.4465		M0,M+H+	13.1	18.76	3101	154252430	1.0	0.92	14	8	22403665	18072615	18331036	11486744	28597696	19767322	22563466	20710418
F6237	776.5715	19.88	4995	C42H80O7P2	singleton	18.38	22.2	3349	659456	0.94	0.89	24	4	74790	0	257130	0	0	270213	0	68323
F6240	776.5795	77.13	kp945_775.5726		M0,M+H+	72.63	80.95	3350	10991272	1.0	0.73	440	6	701296	2461861	2268115	2228456	2218328	977473	0	0
F6253	582.3042	117.41	4999	C31H45NO8	singleton	115.1	121.92	2891	4011773	1.0	0.9	151	4	797394	0	0	0	0	887189	1156556	1205957
F6256	664.4569	75.23	kp946_663.4495		M0,M+H+	73.01	76.75	3102	67154486	0.76	0.77	10	8	7570948	850636	828938	845027	764126	8256466	9250579	10145276
F6257	664.4569	77.89	kp947_663.4495		M0,M+H+	79.81	82.48	3102	40722115	0.73	0.96	10	8	1302771	794553	828613	698369	815756	1286313	1644971	1323218
F6258	777.5729	70.38	kp933_776.5651		M0,M+H+	68.88	73.38	3352	8224522	1.0	0.91	158	4	2110382	0	0	0	0	1230968	2555679	2531992
F6259	777.5729	75.23	_singleton_5000	C41H78NO9P	singleton	73.38	77.13	3352	8673261	1.0	0.98	225	4	2453021	0	0	0	0	2178256	2068096	1984888
F6260	777.5729	82.86	5001	C41H78NO9P	singleton	80.19	84.0	3352	1665461	1.0	0.9	38	4	369960	0	0	0	0	504424	419340	382737
F6261	777.5729	84.38	kp948_776.5651		M0,M+H+	84.0	85.9	3352	2506071	1.0	0.76	52	4	249537	0	0	0	0	375466	329296	96422
F6262	582.4245	88.53	kp949_581.4181		M0,M+H+	84.38	93.01	2892	348675285	1.0	0.84	60773	8	56000104	47480431	15435702	26117927	33050298	50624674	58962371	56655224
F6263	664.9988	147.04	kp950_663.991		M0,M+H+	143.25	151.56	3103	705499212	1.0	1.0	108039	8	141683209	116180473	115243826	123332702	133643467	141072979	138716929	140066423
F6264	778.2311	14.23	106226		singleton	13.1	18.38	3353	104718652	1.0	0.96	26036	4	26676132	0	0	0	0	27320721	20744073	29992726
F6269	582.4732	24.07	kp1463_540.4394		M0,ACN	21.82	27.93	2893	3013753	1.0	0.98	21	6	507668	0	430231	0	334075	594932	593653	569703
F6271	778.5387	64.02	kp951_777.5317		M0,M+H+	59.91	68.51	3354	34900027	1.0	0.92	2996	8	4293135	4214489	3983466	4735166	5317530	4051375	4285883	3950794
F6272	778.5387	70.76	5002	C42H78NO8P	singleton	68.51	73.75	3354	15917047	1.0	0.87	1864	8	2143632	2238579	2081128	1904760	2255362	1941587	1736747	1824318
F6275	778.5751	63.28	5003	C43H82NO7P	singleton	58.76	67.02	3355	4837223	0.95	0.8	51	8	484465	794423	740857	913512	965352	480486	229060	298731
F6278	86.0956	91.13	106231		singleton	87.03	93.77	3714	1771021	1.0	0.75	202	4	0	281560	0	0	371232	454465	0	664186
F6281	780.5177	75.23	5004	C43H72NO8P	singleton	73.01	79.04	3357	1044058	1.0	0.98	147	2	551848	0	0	0	0	0	0	516759
F6284	582.5937	80.95	kp1483_581.5864		M0,M+H+	76.37	85.53	2894	18748789	0.72	0.84	4	8	1980793	2002586	3843314	3196996	2599759	2134434	1611711	1725104
F6286	582.5937	115.48	kp1485_581.5864		M0,M+H+	112.04	118.9	2894	8812588	0.71	0.98	7	8	1160314	981751	1275648	1249094	1055900	1170540	1006678	1065054
F6300	582.9956	147.04	kp952_581.9878		M0,M+H+	143.25	151.56	2895	721943579	1.0	1.0	154335	8	203835095	171657829	167317727	179595418	187082284	203452012	205753573	203112188
F6301	780.5542	64.02	kp953_779.547		M0,M+H+	59.53	68.51	3358	932641401	1.0	0.97	550	8	110771749	118893134	119331366	126586544	132717914	106590716	111240953	104011882
F6305	780.5902	59.53	kp954_779.5831		M0,M+H+	54.95	62.91	3359	20590265	1.0	0.8	348	8	3126057	2155392	2492458	3764429	3154242	2841752	1731102	1663758
F6306	780.5902	69.62	kp955_779.5831		M0,M+H+	68.14	71.51	3359	21737349	1.0	0.96	259	8	2899822	3224471	3111769	3126429	2915035	2411662	2292916	1955121
F6307	583.2551	77.13	kp956_582.2481		M0,M+H+	73.38	81.72	2896	36382402	0.88	0.9	33	8	295075	5270331	7931868	15192201	6233152	337240	250682	131203
F6309	780.9955	146.3	kp1541_1560.9839		M0,M+H+, 2x charged	145.18	149.65	3360	51456926	1.0	0.89	8501	7	10259896	5176051	0	5999463	9438395	7437311	9212123	6627861
F6314	666.4346	101.1	kp957_665.4271		M0,M+H+	96.46	105.71	3107	34471750	1.0	1.0	948	4	6862733	0	0	0	0	7599742	9181424	10798970
F6317	666.4628	14.99	5022	C45H62O4	singleton	10.82	17.26	3108	1265293	1.0	0.92	30	5	138645	0	0	0	368089	424883	50066	312149
F6323	583.9493	7.39	106232		singleton	2.78	9.67	2898	1732304	0.87	0.74	13	7	141039	935634	0	113891	158395	184759	113218	133092
F6325	583.9493	19.14	106234		singleton	15.75	22.58	2898	5072436	1.0	1.0	43	7	938268	66273	0	47127	882369	931060	1234472	977909
F6326	583.9493	79.81	106235		singleton	75.99	84.38	2898	4268744	1.0	0.89	8	7	603722	766826	0	412339	598515	566784	658705	689228
F6328	668.3775	81.72	5023	C35H42N10O3	singleton	77.51	85.9	3112	5942276	1.0	0.98	513	4	945618	0	0	0	0	1339451	1675227	2009992
F6332	668.5466	14.99	5024	C39H70O7	singleton	13.1	16.51	3114	7497457	1.0	0.99	1653	4	1883329	0	0	0	0	1899299	1977379	1747450
F6333	783.5731	64.02	kp958_781.5631		13C/12C,M+H+	59.53	68.14	3365	1262678046	1.0	0.99	491	8	619286579	568635434	562230086	601797380	626533052	599184693	585343595	556673327
F6334	783.5731	71.14	kp867_759.5774		13C/12C,Na/H	68.14	75.61	3365	863002318	1.0	0.99	461	8	397934989	438482373	400219819	419227391	434086046	401044650	375919761	371408005
F6335	584.2631	24.82	_singleton_5025	C33H36N4O6	singleton	22.58	28.7	2900	17630631	1.0	0.85	961	8	953697	211377	590317	1697336	9177928	1168679	1568359	1932811
F6337	584.2631	96.85	_singleton_5027	C33H36N4O6	singleton	94.93	99.17	2900	876698	0.95	0.94	72	8	43716	14638	170262	200757	323355	46608	32690	49398
F6339	783.6376	83.62	kp959_782.6316		M0,M+H+	80.57	85.53	3366	7793729	1.0	0.94	1255	7	1181624	1175081	1300607	1333917	0	1216001	690416	842279
F6340	669.6873	12.72	kp960_668.68		M0,M+H+	11.2	14.23	3115	1905058	1.0	0.98	65	3	12330	0	0	1889796	0	0	0	11932
F6341	669.6873	19.88	kp961_668.68		M0,M+H+	17.26	21.43	3115	8780455	1.0	0.93	83	6	1765885	0	0	25615	1535341	1943952	1767436	1754226
F6345	87.0553	178.05	1666	C3H4N2	singleton	174.19	182.66	3716	7705386	1.0	0.93	3	6	0	1811246	1896676	1831776	1804795	1079366	0	1083699
F6346	672.0065	147.79	kp1542_1343.0061		M0,M+H+, 2x charged	145.18	149.28	3116	73239576	1.0	0.88	11529	8	10484777	8195724	10733432	10092802	7588477	8807484	9203018	10835951
F6348	584.4888	23.7	kp962_583.4823		M0,M+H+	22.58	27.54	2902	8030977	1.0	0.95	76	8	1209760	594637	857118	694619	843410	1222699	1261375	1311055
F6352	784.5845	65.54	kp963_783.5776		M0,M+H+	61.04	68.88	3368	1034597516	1.0	0.99	564	8	552328151	592810651	579992532	557630900	645673527	683455675	666512720	547733008
F6353	784.5845	71.88	kp964_783.579		M0,M+H+	68.88	76.37	3368	872779068	1.0	0.99	557	8	536403383	536642839	490042072	511752825	524929060	539883320	487292364	481365811
F6354	673.5282	85.53	kp965_672.5209		M0,M+H+	82.48	87.79	3118	59355725	1.0	0.85	8789	8	10333590	4829256	5246209	4528612	6074657	10725162	8624284	9605929
F6360	89.0185	149.28	kp1488_88.0113		M0,M+H+	148.16	152.72	3722	9481506	1.0	0.92	2399	4	0	2824895	2035398	2181777	2287847	0	0	0
F6362	785.6534	83.62	kp968_784.6467		M0,M+H+	80.19	87.79	3371	13251464	1.0	0.96	2079	8	1180296	1883914	2975507	2378380	1723219	1720957	842062	723600
F6365	675.5438	85.53	kp969_674.5365		M0,M+H+	80.95	88.53	3122	117421970	1.0	0.92	18071	8	14863946	14104220	16084041	15350063	10016241	17594275	15825040	15200838
F6369	676.0474	233.68	kp973_675.041		M0,M+H+	230.29	238.26	3123	43855470	1.0	0.97	5388	4	2917875	0	0	0	0	20867529	1803148	18288918
F6371	89.0345	107.63	_singleton_5029	C2H4N2O2	singleton	105.71	110.44	3724	2598463	0.75	0.91	19	5	0	580174	663536	775773	363755	195172	0	0
F6372	89.0345	113.19	_singleton_5030	C2H4N2O2	singleton	110.44	117.79	3724	7254719	1.0	0.72	45	5	0	1539510	1704239	1913792	1124282	953316	0	0
F6373	89.0345	122.3	5031	C2H4N2O2	singleton	119.27	126.09	3724	5939932	1.0	0.95	34	5	0	1250040	1226031	1397144	1164869	884785	0	0
F6376	89.0686	149.28	106239		singleton	148.16	153.89	3725	14674351	1.0	0.93	3553	4	0	4606083	3555987	3336937	2824458	0	0	0
F6377	236.0226	143.25	_singleton_5032	C7H6O6S	singleton	140.61	145.55	4033	4830818	1.0	1.0	721	4	0	1298814	1315639	1739870	594888	0	0	0
F6381	94.045	242.84	5035	C3H9OS	singleton	238.26	247.42	3727	2516980	1.0	0.94	204	3	0	942439	822096	796800	0	0	0	0
F6384	787.6041	65.9	kp970_785.5935		13C/12C,M+H+	61.42	68.88	3374	614468571	1.0	0.99	275	8	160461145	131677901	134396084	148904907	150985846	155389438	133995958	127371596
F6385	787.6041	72.25	kp971_785.5943		13C/12C,M+H+	68.88	76.75	3374	845212664	1.0	0.99	432	8	211087063	223813873	196634604	208959810	207164612	208488395	165574138	162891019
F6387	788.0033	147.04	kp975_786.9959		M0,M+H+	145.18	149.28	3375	107216030	1.0	0.92	17814	8	16337258	10694145	9815235	15399426	15183604	15738288	12643165	13641585
F6389	238.0994	18.76	kp976_237.0926		M0,M+H+	16.89	22.2	4038	17771864	1.0	0.93	2395	4	0	4507089	5266665	4569873	2748683	0	0	0
F6390	98.5119	42.59	106240		singleton	39.13	45.69	3732	5532542	1.0	0.99	616	1	0	5550550	0	0	0	0	0	0
F6391	99.0095	42.2	kp1591_196.5082		M0,M+H+, 2x charged	39.51	45.69	3733	3924168	1.0	0.99	456	1	0	3943624	0	0	0	0	0	0
F6392	677.0964	223.54	_singleton_5036	C27H26O19	singleton	220.88	228.03	3127	3110078	1.0	0.75	253	2	0	0	0	0	0	1598294	0	1607933
F6393	677.0964	231.78	5037	C27H26O19	singleton	228.41	236.35	3127	2914473	1.0	0.96	260	3	1012119	0	0	0	0	1025624	0	890859
F6401	240.0965	18.38	3045	C8H15N3O4	singleton	16.51	22.58	4044	5203810	1.0	0.98	663	4	0	1328069	1466890	1372905	853045	0	0	0
F6406	102.0338	263.47	106241		singleton	260.41	268.06	3737	3671082	0.95	0.78	12	3	0	1262853	0	1212961	1180818	0	0	0
F6408	241.0971	16.89	kp1490_240.0899		M0,M+H+	14.99	21.04	4046	2824524	1.0	0.99	480	3	0	1152700	1119538	503755	0	0	0	0
F6412	789.6111	65.9	_singleton_5038	C43H82NO8P	singleton	61.42	70.0	3380	47667612	1.0	0.96	4653	8	6270343	4691779	5720161	6057059	5976504	6944072	6432517	5054154
F6413	789.6111	72.63	5039	C43H82NO8P	singleton	70.0	74.49	3380	32915502	1.0	0.84	5483	8	5887284	4383547	1112010	4651615	2492351	5777052	3828061	5286531
F6418	678.479	17.26	kp981_677.4717		M0,M+H+	16.51	21.82	3131	7379035	1.0	0.89	34	8	1039398	1314461	1017868	1055686	766974	529254	740100	629367
F6421	679.0143	147.04	kp982_678.0066		M0,M+H+	143.25	151.56	3132	673643773	1.0	1.0	156233	8	166556301	166356520	193038774	193509903	194861513	207447795	199383996	168288834
F6422	104.1313	118.9	_singleton_1668	C5H12N	singleton	116.63	120.79	3748	2476838	1.0	0.96	359	5	0	352913	626183	340722	525366	0	585083	0
F6423	104.1313	122.68	1669	C5H12N	singleton	120.79	126.47	3748	1740700	1.0	0.98	231	5	0	147447	399756	325000	396094	0	445702	0
F6424	241.2035	8.91	_singleton_5045	C14H27NO2	singleton	7.39	11.58	4048	555880	0.94	0.99	63	1	0	567885	0	0	0	0	0	0
F6425	241.2035	76.37	_singleton_5046	C14H27NO2	singleton	74.86	79.04	4048	647898	1.0	0.99	80	3	0	257738	0	356236	0	50277	0	0
F6426	241.2035	81.33	5047	C14H27NO2	singleton	79.04	85.9	4048	887500	1.0	0.99	103	3	0	319017	0	379020	0	96515	0	0
F6427	790.5595	68.88	kp824_748.5254		M0,ACN	66.64	71.51	3383	109589832	1.0	0.98	13006	4	26790995	0	0	0	0	25292531	32347218	30565919
F6428	790.5595	74.49	kp936_789.5532		M0,M+H+	71.51	79.04	3383	118409153	1.0	0.77	12296	5	30077523	0	294892	0	0	28542846	28904112	30087644
F6431	104.3995	118.53	106242		singleton	116.63	120.79	3750	862681	0.78	0.95	127	2	0	451051	0	0	418005	0	0	0
F6432	242.0191	138.74	5048	C6H11O8P	singleton	136.83	143.25	4050	4678385	1.0	0.85	487	4	0	951661	1241055	960494	1281014	0	0	0
F6434	790.575	59.53	kp983_789.5677		M0,M+H+	54.95	64.02	3384	54710524	1.0	0.92	133	8	7448142	7124470	7573908	9877827	8908342	6406908	4164924	3900290
F6437	791.5124	170.72	5049	C45H76O7P2	singleton	168.8	173.42	3385	2031788	1.0	0.99	330	4	444831	560897	598699	441489	0	0	0	0
F6438	242.1307	23.7	kp984_241.1234		M0,M+H+	21.43	27.93	4052	49100882	1.0	0.89	10848	4	0	10448854	11663907	11199979	10699587	0	0	0
F6440	680.4805	14.61	4991	C42H63O4P	singleton	12.34	17.63	3135	308743883	1.0	0.99	4	8	61343694	56872009	62326047	34707411	82570311	55227148	60691353	54365519
F6443	242.9715	147.79	5050	C5H11Cl2O3P	singleton	145.18	150.41	4054	8637206	1.0	0.86	1427	7	0	906477	926496	1001358	1245880	1797988	1330391	1777731
F6448	681.4839	14.61	kp985_680.4763		M0,M+H+	12.34	17.63	3137	138980189	1.0	0.99	4	8	27328689	26247747	27431061	16214829	37703120	24363300	27406397	24231127
F6449	243.1123	24.82	5051	C14H11NO2	singleton	22.58	29.46	4056	2705610	1.0	0.85	374	3	0	1725386	0	371781	701269	0	0	0
F6450	792.5333	74.12	106243		singleton	72.63	77.89	3389	3002177	1.0	1.0	530	3	726212	0	0	0	0	0	1092515	1198456
F6451	792.5333	129.52	106244		singleton	127.23	131.83	3389	853900	1.0	1.0	143	4	172156	0	0	0	474507	0	150759	72371
F6452	244.0317	243.6	5052	C9H6F6O	singleton	239.02	248.19	4057	7973523	1.0	0.94	506	4	0	2964856	1996801	1745974	1599906	0	0	0
F6453	105.0658	7.01	_singleton_5053	C3H8N2O2	singleton	4.31	11.2	3753	3560722	1.0	0.95	18	2	0	3062543	584311	0	0	0	0	0
F6454	105.0658	12.34	_singleton_5054	C3H8N2O2	singleton	11.2	15.37	3753	4789093	1.0	0.84	24	3	0	293583	324340	4225570	0	0	0	0
F6455	105.0658	17.63	_singleton_5055	C3H8N2O2	singleton	15.37	21.82	3753	3320675	0.96	0.82	9	5	0	532836	585999	790478	954856	443180	0	0
F6462	682.3258	87.41	_singleton_5062	C32H53NO11S	singleton	85.53	88.16	3138	1101287	1.0	0.97	210	3	749077	0	0	283161	114742	0	0	0
F6463	682.3258	91.5	5063	C32H53NO11S	singleton	88.16	93.39	3138	4143438	1.0	0.89	636	3	854154	0	0	1874578	1376866	0	0	0
F6464	244.1277	23.7	5064	C16H19S	singleton	21.82	26.36	4058	15202939	1.0	0.85	3470	4	0	3426433	3493658	3349382	3328488	0	0	0
F6465	107.0476	132.6	_singleton_5065	C5H5N3	singleton	129.9	137.22	3756	1912858	1.0	0.95	245	3	0	795848	526775	0	607847	0	0	0
F6466	792.5538	63.65	kp903_791.547		M0,M+H+	59.14	67.77	3390	23606690	1.0	0.97	159	8	3016006	2831981	2594975	3244565	3501701	2860873	2791284	2708585
F6467	792.5538	71.88	kp905_791.547		M0,M+H+	68.88	73.01	3390	9685328	1.0	0.92	160	8	969796	1912801	1181925	1820703	1419659	1172785	669349	816885
F6469	108.0148	42.2	106245		singleton	39.51	45.31	3757	1956590	1.0	0.99	232	1	0	1974016	0	0	0	0	0	0
F6472	792.5903	61.04	kp986_791.5831		M0,M+H+	56.48	65.54	3392	218087478	1.0	0.97	92	8	28489394	29030933	32003479	36808746	33211005	26475912	18268834	16567749
F6473	792.5903	69.62	kp909_769.6		M0,Na/H	66.27	73.38	3392	205803112	1.0	0.99	205	8	23007031	30533219	28256964	30437995	29671933	22241813	22195411	21397358
F6474	247.0867	19.14	2141	C8H11N3O3S		16.51	22.2	4062	4364476	1.0	0.98	657	4	0	648614	1570927	1331836	807080	0	0	0
F6477	248.0952	189.08	5068	C10H14O4S	singleton	187.18	192.16	4063	1144750	1.0	0.99	180	2	0	647369	513033	0	0	0	0	0
