id_number	mz	rtime	empCpd	neutral_formula	ion_relation	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	batch14_MT_20210808_087	batch11_MT_20210805_005	batch12_MT_20210806_005_20210806121327	batch13_MT_20210807_005	batch14_MT_20210808_005	batch14_MT_20210808_089	batch14_MT_20210808_179	batch14_MT_20210808_181
F1774	269.0458	243.6	2840	C10H11N3O4S	singleton	239.02	248.19	1330	35991128	1.0	0.89	756	8	1999051	10721813	7334223	6771531	5715851	673229	2703044	790561
F1775	211.0578	173.04	2841	C8H12O5	singleton	170.34	177.67	923	3403240	1.0	0.95	462	4	864072	0	0	0	0	957242	745919	857351
F1776	269.0882	103.4	kp1314_268.0809		M0,K/H	101.48	108.02	1331	15873859	1.0	0.99	3066	4	3676484	0	0	0	0	3746925	3799734	3996116
F1778	269.1245	170.34	kp1315_268.1175		M0,M+H+	168.42	174.96	1332	17094017	1.0	0.95	3103	8	2368958	2449905	2310524	2010743	1899893	2039812	2103259	1928923
F1784	269.161	176.12	2845	C12H20N4O3	singleton	172.27	180.75	1333	2757875	1.0	0.95	289	3	961500	0	0	0	0	971185	0	877617
F1787	169.9665	17.26	105995		singleton	15.37	19.51	586	6200202	0.91	0.93	10	7	1436799	0	479452	827905	330470	339066	1499320	1130505
F1789	270.1549	107.23	_singleton_2350	C11H16N4O3	singleton	104.57	110.44	1335	2061682	0.98	0.73	259	8	290635	170754	347624	283830	330261	235471	199181	212004
F1790	270.1549	113.57	_singleton_2351	C11H16N4O3	singleton	110.44	118.16	1335	5547126	1.0	0.82	444	8	670334	500499	771123	779189	810043	705809	587172	680573
F1791	270.1549	121.55	_singleton_2352	C11H16N4O3	singleton	118.9	122.68	1335	2234153	1.0	0.85	331	8	181554	186090	345760	312501	332506	314842	258183	296163
F1792	270.1549	125.32	2353	C11H16N4O3	singleton	122.68	129.9	1335	14188636	1.0	0.92	1600	8	1879783	1458092	1571644	1857869	1684178	1874002	1941666	1841742
F1793	170.0579	137.98	kp222_169.0508		M0,M+H+	136.83	141.35	589	51229713	1.0	0.85	12001	8	3962897	11380552	10048520	7874051	6144929	3952054	3494700	3424424
F1796	211.1442	17.63	kp1321_169.1103		M0,ACN	15.75	22.2	925	7741717	1.0	0.87	14	8	1535850	514936	502379	559854	884577	788060	1959930	1505430
F1798	211.1442	106.47	_singleton_2849	C11H15NO2	singleton	101.86	110.84	925	9473829	0.81	0.84	10	8	1216349	1144504	1592897	1466653	1270277	1265326	1102391	1177508
F1799	211.1442	115.48	_singleton_2850	C11H15NO2	singleton	110.84	118.9	925	15685802	1.0	0.96	15	8	2263507	2019802	2080016	2161494	2047294	2230644	1791753	1635221
F1802	270.1912	19.88	_singleton_2354	C11H24O6		17.63	21.43	1336	804161	1.0	0.99	76	5	200163	87819	0	0	0	188251	155845	191958
F1803	270.1912	23.32	2355	C11H24O6	singleton	21.43	25.59	1336	2471563	1.0	0.97	261	5	465043	716092	0	0	0	446787	391300	435166
F1804	170.0601	85.9	_singleton_2852	C11H7NO	singleton	82.86	87.03	590	1215166	1.0	0.78	82	7	223965	241794	0	161305	165563	150166	121249	163124
F1805	170.0601	112.81	_singleton_2853	C11H7NO	singleton	111.25	117.41	590	8861976	1.0	0.9	2045	7	1183585	1276131	0	1669469	1293236	1348482	1053658	1054415
F1806	170.0601	173.81	2854	C11H7NO	singleton	172.65	177.67	590	2711828	1.0	0.77	314	4	174273	2101207	0	0	0	227447	0	222901
F1807	126.0662	93.01	2855	C5H7N3O	singleton	91.13	97.23	199	11107776	1.0	0.96	11	8	1252165	1162136	2356662	1720192	1360975	1393899	1276162	1217755
F1808	270.2792	15.75	2856	C17H32O	singleton	14.23	17.63	1337	10189414	1.0	0.96	1058	4	2487538	0	0	0	0	2713928	2697421	2300527
F1812	270.3156	22.95	kp1576_539.12		M0,M+H+, 2x charged	20.66	25.2	1338	15994648	1.0	0.99	1088	4	4109509	0	0	0	0	4174572	4204443	3519124
F1813	170.0812	126.85	_singleton_2857	C8H9NO2	singleton	124.17	129.9	591	6856333	1.0	0.99	89	4	1269763	0	0	0	0	1495274	1898231	2209065
F1814	170.0812	131.83	_singleton_2858	C8H9NO2	singleton	129.9	135.29	591	966812	0.81	0.86	7	4	262643	0	0	0	0	237467	261338	207135
F1816	271.0027	147.41	kp223_269.9955		M0,M+H+	144.79	151.95	1340	278529142	1.0	0.98	36101	8	34542013	34407239	34243365	34980628	36192709	37465422	38086609	37511726
F1817	211.1806	7.01	_singleton_2861	C12H19NO	singleton	2.78	9.29	927	16648361	0.89	0.86	8	8	2089352	4348013	595777	2834282	2268788	2151943	1911346	1654475
F1818	211.1806	12.34	_singleton_2862	C12H19NO	singleton	9.29	14.61	927	14694692	0.89	0.8	9	8	1975879	503751	417644	4318670	2540069	2127446	1759441	1789144
F1819	211.1806	18.01	kp1318_169.1467		M0,M+H+	14.61	22.58	927	22405244	1.0	0.97	14	8	4328292	1277315	1298125	1408876	4404850	3474213	3812774	3721993
F1821	271.0143	4.69	_singleton_2864	C13H6ClN3O2	singleton	2.78	5.86	1341	8385872	0.88	0.85	27	7	1244078	907392	0	989779	1256406	1346591	1435574	1327390
F1823	271.0143	11.2	_singleton_2866	C13H6ClN3O2	singleton	7.77	15.37	1341	18558711	0.89	0.87	33	7	3072330	691527	0	1780340	3334083	3243548	3105028	3206710
F1824	271.0143	17.26	_singleton_2867	C13H6ClN3O2	singleton	15.37	19.88	1341	8779969	1.0	0.93	56	7	2305291	291551	0	535471	671967	543001	2105318	2196410
F1832	170.0925	204.36	kp227_169.0852		M0,M+H+	200.54	208.96	592	715097347	1.0	0.84	35	8	17919703	223475713	173939941	113350170	105958969	48460330	7756280	33398334
F1834	271.0256	42.2	kp229_228.9918		M0,ACN	37.96	46.84	1342	110895916	1.0	0.99	5493	8	15297061	6952017	11178310	15873524	15480429	17112190	16061548	16579525
F1835	271.0336	74.12	kp1610_811.0857		M0,M+H+, 3x charged	71.51	77.13	1343	11070819	1.0	0.97	2040	8	1226232	1608475	1718644	1508556	1448858	1100738	1319369	1010647
F1836	271.0925	82.48	2872	C11H12N2O5	singleton	79.43	84.76	1344	13549180	1.0	1.0	2194	8	980523	1884637	1896453	2912411	2632837	1064769	980963	1018232
F1837	271.1653	93.77	2873	C13H20N2O3	singleton	91.87	97.61	1345	11277640	1.0	0.96	916	8	1420613	1037776	1771184	1617970	1331798	1389509	1156787	1187076
F1847	126.0913	22.95	kp1320_125.0841		M0,M+H+	21.82	25.97	200	31505302	1.0	0.91	160	8	2831449	4550269	5008200	4832460	4762564	2909741	2554784	2613570
F1848	126.0913	122.68	_singleton_2877	C7H8O	singleton	120.41	126.85	200	14923441	1.0	0.97	19	8	3411049	462091	616099	528543	525275	3587179	3361909	3159449
F1851	272.0136	131.83	2880	C10H15Cl3O2	singleton	130.28	136.45	1348	12026563	1.0	0.88	1214	8	1021332	2117422	2958656	1537322	878150	1048919	1141679	1138098
F1855	170.1176	128.76	_singleton_2882	C9H12O2	singleton	126.47	132.98	593	6149808	1.0	0.79	12	8	419814	923789	997522	1172707	1035825	444967	524942	543920
F1860	170.1176	168.03	_singleton_2886	C9H12O2	singleton	164.95	172.65	593	4090229	1.0	0.79	6	8	532681	535944	384008	525223	575255	541936	453050	502365
F1861	170.1176	180.75	_singleton_2887	C9H12O2	singleton	176.89	182.28	593	7588324	1.0	0.98	18	8	781315	1123379	1030339	1200777	1107598	763589	768524	827803
F1867	272.0177	200.54	kp231_271.0103		M0,M+H+	196.72	205.12	1349	70386426	0.75	0.96	19	8	2859302	10188425	12856765	10058635	10739193	10305182	2596502	10805422
F1876	212.0741	132.98	2894	C10H10O2S	singleton	131.06	136.05	930	5263845	1.0	0.97	1018	6	926700	0	0	491842	609765	1014868	1100992	1065007
F1877	272.0256	42.2	kp232_271.0185		M0,M+H+	38.35	46.84	1350	9051271	1.0	0.99	893	7	1259427	0	953921	1507210	1388332	1472544	1336932	1482768
F1879	272.0328	19.51	2895	C9H13Cl2N3O	singleton	17.26	21.43	1351	658922	1.0	0.99	114	2	317659	353268	0	0	0	0	0	0
F1880	272.1281	16.13	2896	C16H17NO3	singleton	14.61	18.01	1352	13183499	1.0	0.97	1185	4	5418913	1370245	0	0	1259504	5144837	0	0
F1881	170.1288	19.88	_singleton_2897	C8H12N2O	singleton	15.75	24.44	594	41800292	0.86	0.91	7	8	6549348	3799846	2181257	5593274	8176156	7341323	6764271	6510629
F1882	170.1288	85.9	_singleton_2898	C8H12N2O	singleton	81.33	90.39	594	32363693	0.78	0.9	4	8	4037242	5784613	5332148	5801162	5362380	4121432	4103207	3776110
F1884	170.1288	104.19	_singleton_2899	C8H12N2O	singleton	101.48	108.83	594	50901564	0.89	0.98	10	8	6269506	7504544	8344273	7764485	6945308	6287191	6019409	5964731
F1885	170.1288	113.95	2900	C8H12N2O	singleton	111.65	118.53	594	14141813	0.75	0.93	3	8	2276057	2359827	2556126	2325696	2329826	2480421	2223653	2081001
F1886	272.1646	24.44	kp233_271.1572		M0,M+H+	23.32	29.08	1353	20374884	1.0	0.97	4474	4	5438384	0	0	0	0	5543572	5006024	4711865
F1887	272.1646	46.45	2901	C17H21NO2	singleton	41.82	49.55	1353	6522390	1.0	0.96	761	4	1687648	0	0	0	0	1626850	1620985	1607907
F1889	126.1026	115.1	_singleton_2903	C6H11N3	singleton	110.84	118.9	201	5172236	0.78	0.91	4	8	659063	523934	689816	566658	595570	769581	709376	641028
F1891	126.1026	124.17	kp1266_103.1134		M0,Na/H	121.92	128.76	201	8243922	0.95	0.73	5	8	1055969	939961	1205487	1016277	926849	1143174	911425	1011452
F1892	126.1026	132.21	_singleton_2904	C6H11N3	singleton	128.76	136.83	201	15459120	1.0	0.84	15	8	2021259	1951474	1710216	1771971	1866257	2042970	2010271	1873810
F1895	126.1026	204.36	2907	C6H11N3	singleton	200.92	208.58	201	6391213	0.86	0.85	3	8	434268	1536609	1137426	768323	1086967	582224	439682	505289
F1898	272.1857	98.79	_singleton_2908	C14H25NO4	singleton	94.15	101.86	1354	16556114	1.0	0.96	323	8	2172813	1728315	2339912	1942336	1676961	2353736	2088270	2187857
F1899	272.1857	104.57	2909	C14H25NO4	singleton	101.86	108.83	1354	9284576	1.0	0.99	330	8	1379806	795462	900618	945786	901472	1453549	1340295	1340509
F1900	212.1494	23.7	_singleton_1906	C8H18O5	singleton	22.2	25.97	933	5930094	1.0	0.98	197	8	1024092	279679	297327	440999	211332	1215128	1151201	1246132
F1901	212.1494	27.54	1907	C8H18O5	singleton	25.97	31.37	933	881096	1.0	0.86	18	8	124961	52333	82388	14113	24514	175730	199291	222766
F1902	272.2008	24.07	2910	C10H28N2OP2	singleton	22.58	25.59	1355	754296	1.0	0.96	151	1	765047	0	0	0	0	0	0	0
F1909	171.0765	161.13	_singleton_1797	C7H7NO3	singleton	157.35	164.95	596	24235200	1.0	0.73	37	8	1280288	5296936	5155470	4019093	2877885	1898921	1000871	1537075
F1910	171.0765	169.57	_singleton_1798	C7H7NO3	singleton	168.42	171.88	596	7511578	0.82	0.75	13	8	927538	1215037	1410546	944469	813637	647576	880434	689262
F1916	272.2585	25.2	kp234_271.2512		M0,M+H+	23.32	29.84	1356	9746805	1.0	0.98	296	5	1096661	0	0	5635137	0	1100378	1050153	962892
F1917	272.2585	48.78	_singleton_2912	C16H30O2	singleton	44.91	52.24	1356	1610703	1.0	0.91	17	5	369600	0	0	186070	0	422616	359988	305419
F1918	272.2585	56.1	2913	C16H30O2	singleton	52.24	59.53	1356	2212949	1.0	0.91	26	5	228488	0	0	1578936	0	120291	165668	161053
F1935	127.0978	220.12	kp235_126.0905		M0,M+H+	217.03	224.67	204	62570982	1.0	0.93	158	8	2448172	11759918	14920094	15455783	12086151	2389137	2135892	2215377
F1936	212.9997	152.34	kp236_211.9925		M0,M+H+	149.65	156.96	937	106883104	1.0	0.99	18811	8	13484714	8585905	10930985	12910675	14766150	14147139	15131813	14870356
F1937	273.0293	21.43	_singleton_2916	C10H7Cl2N3O	singleton	19.14	23.7	1359	1671286	1.0	1.0	280	6	289434	606526	307402	105072	122939	252919	0	0
F1939	273.0293	74.12	_singleton_2917	C10H7Cl2N3O	singleton	72.25	77.51	1359	2101372	1.0	1.0	358	6	180039	248208	467134	584675	293038	363832	0	0
F1940	273.0843	75.61	2919	C11H14NO7	singleton	73.75	77.89	1360	3652658	1.0	1.0	615	4	829015	0	0	0	0	936949	961314	911325
F1941	273.1213	140.98	kp161_234.1581		M0,K/H	136.83	145.55	1361	366840080	1.0	0.97	140302	8	102453076	48325082	211872343	274252108	290060701	101893531	96384077	93121496
F1946	171.1128	191.76	_singleton_2923	C8H11NO2	singleton	188.32	194.85	598	6674077	0.75	0.81	3	8	895100	931002	1004291	932476	870020	826318	870589	778516
F1949	127.123	260.03	2927	C7H11N	singleton	255.45	264.61	205	9491362	1.0	0.93	13	5	1908071	0	0	1034414	0	2691335	1624058	2320285
F1951	213.1598	5.47	kp1333_212.1526		M0,M+H+	0.9	10.05	939	10140669	0.78	0.75	3	8	1544457	1380861	598482	1527721	1314491	1439376	1491676	1379380
F1952	213.1598	17.63	kp1334_171.126		M0,M+H+	14.61	22.2	939	17043149	1.0	0.77	16	8	2440575	1927156	2620616	2209835	1742544	1569034	2589176	2340403
F1957	172.0671	178.05	_singleton_2936	C8H7BF3	singleton	175.35	182.66	600	17762611	1.0	0.93	30	6	3313936	496306	837171	0	0	3898165	4118459	5118574
F1960	214.0591	20.27	kp1504_172.0256		M0,ACN	18.01	21.43	941	3694089	0.83	0.92	1118	5	1142051	0	0	0	180387	270648	1370451	740552
F1962	172.1193	74.49	kp237_171.112		M0,M+H+	71.88	79.04	601	63061965	1.0	0.99	7507	8	5411017	16879702	5617220	8132118	10090779	6250523	5019570	4777108
F1963	172.1193	101.86	2939	C6H13N5O	singleton	98.0	106.47	601	890445	0.73	0.94	17	8	76635	262078	15178	231225	49023	71091	116600	85329
F1971	172.1332	105.33	kp238_171.1259		M0,M+H+	100.72	110.04	602	596049915	1.0	1.0	818	8	379765456	8996838	17301449	11436563	9397666	401959587	350871712	354741729
F1972	172.1332	189.47	kp239_171.1259		M0,M+H+	184.91	191.38	602	5066751	0.75	0.99	5	8	1841948	1898575	1810755	1985985	1425964	1912404	1787784	1720716
F1973	172.1332	195.23	kp240_171.1259		M0,M+H+	191.38	199.78	602	28456079	1.0	0.98	27	8	7145303	11837640	11191993	12367833	11234801	7214940	6993036	6810251
F1974	214.1439	49.55	_singleton_2940	C11H17NO2	singleton	44.91	54.18	943	16638021	1.0	0.91	75	8	62627	4612045	3720078	4285071	4405385	52152	37942	65148
F1975	214.1439	116.24	_singleton_2941	C11H17NO2	singleton	111.65	119.27	943	11885935	0.97	0.87	57	8	1388978	1502386	1601391	1815499	1663057	1342925	1205909	1290136
F1980	274.0922	167.65	_singleton_2946	C10H13N5O3	singleton	164.57	170.72	1364	3662127	1.0	1.0	565	8	500395	489776	427302	398102	385641	476322	474605	477915
F1981	274.0922	177.28	2947	C10H13N5O3	singleton	174.96	180.36	1364	991869	1.0	0.99	149	8	208950	37025	49911	77684	82842	194282	204862	153199
F1982	274.1182	140.98	2948	C14H12N2O3	singleton	138.74	143.25	1365	3143532	1.0	0.99	555	3	566588	0	0	0	1702116	579659	0	0
F1985	172.1695	15.75	2951	C10H18O	singleton	13.86	19.14	603	2588728	1.0	0.98	49	5	569772	0	0	0	410180	507537	608224	497394
F1987	214.1802	16.89	2952	C12H21NO	singleton	15.37	19.51	944	1336125	1.0	0.99	19	3	499091	0	0	0	0	0	469747	379292
F1989	128.9535	149.28	105997		singleton	147.41	152.72	210	8369544	0.8	0.94	1065	7	1460642	772925	0	774001	910914	1501078	1359972	1419646
F1990	128.9535	154.65	105998		singleton	152.72	158.88	210	2288800	0.84	0.83	253	7	328044	184431	0	357760	388070	310211	341567	395717
F1991	172.9798	147.04	kp241_171.9725		M0,M+H+	142.87	151.56	604	902875824	1.0	1.0	20452	8	268519617	212382610	212879568	239310463	264819727	268682391	271571160	267337743
F1992	173.0557	164.19	2953	C6H8N2O4	singleton	161.9	166.49	605	2902561	1.0	1.0	510	4	679559	0	0	0	0	718586	762700	756375
F1993	274.165	113.19	_singleton_2954	C13H20O5	singleton	111.25	116.24	1367	1857621	1.0	0.96	208	8	92570	491360	288509	322221	373725	109716	84432	75797
F1994	274.165	123.42	_singleton_2955	C13H20O5	singleton	122.3	127.23	1367	2874470	1.0	0.79	221	8	298297	326761	389944	379868	405823	339479	393576	336701
F1995	274.165	130.67	2956	C13H20O5	singleton	127.23	135.29	1367	8357886	1.0	0.98	568	8	1173822	872416	820268	879741	816353	1196986	1206265	1225146
F1997	129.0658	171.11	kp243_128.0585		M0,M+H+	166.49	175.74	211	608073371	1.0	0.97	491	8	208368603	296771221	277628787	251501037	207991629	203038392	180611351	172896750
F1998	274.1836	83.62	2957	C14H27NO2S	singleton	81.33	87.41	1368	3874034	1.0	0.89	414	6	595420	614833	863347	591579	0	653616	0	611897
F1999	274.2014	94.15	kp244_273.1937		M0,M+H+	91.87	97.61	1369	21734131	1.0	0.97	819	8	2761833	2421847	2892410	2618303	2365881	2921411	2743192	2580176
F2000	214.9877	12.72	_singleton_2958	C7H8BBrO2	singleton	8.15	15.75	945	29081464	0.87	0.87	11	8	1056911	15529501	9924491	1285963	646580	692992	951584	729689
F2001	214.9877	21.82	_singleton_2959	C7H8BBrO2	singleton	17.26	24.44	945	50561788	0.94	0.88	25	8	4199401	21149809	9188169	3683590	3754457	3873902	3588036	2648345
F2002	214.9877	28.7	_singleton_2960	C7H8BBrO2	singleton	24.44	29.84	945	48098752	0.93	1.0	29	8	5505518	20516134	7441457	2704705	2593397	3517113	5077228	3284163
F2003	214.9877	35.64	_singleton_2961	C7H8BBrO2	singleton	30.99	40.28	945	96130559	0.93	0.76	33	8	10324356	40554334	13487510	5132008	6106621	6892836	9616822	6756369
F2004	214.9877	47.6	_singleton_2962	C7H8BBrO2	singleton	42.98	49.55	945	47330397	0.92	0.97	33	8	4841948	21074387	7661014	2347548	2366345	3384727	4391402	2921905
F2005	214.9877	54.18	kp245_213.9804		M0,M+H+	49.55	58.76	945	99208049	0.93	0.99	38	8	9332000	47864338	15174795	5356023	5471006	6377565	8421051	6081454
F2006	214.9877	68.14	_singleton_2963	C7H8BBrO2	singleton	67.02	72.25	945	9713043	0.87	0.99	13	8	664231	5679400	1507704	476229	536585	391980	841494	608998
F2007	214.9877	76.75	_singleton_2964	C7H8BBrO2	singleton	72.25	81.33	945	16483881	0.86	0.87	11	8	1227738	10055225	2735578	806538	875045	845348	985708	705590
F2009	214.9877	256.21	2966	C7H8BBrO2	singleton	197.86	300.25	945	268588948	0.89	0.9	19	8	42120213	37436944	27296500	29367893	27389859	42318714	42437727	40767543
F2011	129.1022	19.14	kp246_87.0684		M0,ACN	16.51	21.82	212	124517904	0.98	0.99	7	8	27352355	1877278	1911871	2264367	28747757	30811583	26920457	24436900
F2012	129.1022	26.36	kp247_128.095		M0,M+H+	24.07	30.61	212	70791762	0.89	0.95	3	8	22653274	2799094	2544973	2817662	2784465	22456501	22382799	20786424
F2013	129.1022	97.61	kp248_128.095		M0,M+H+	95.7	102.25	212	51623534	0.88	0.9	5	8	11459460	12029820	13299097	12115482	11592396	11465359	11200675	10848448
F2014	129.1022	239.41	kp249_128.095		M0,M+H+	234.82	243.99	212	447597228	1.0	1.0	14	8	63609232	52312060	88727606	88557104	82874998	61048495	60718883	58150251
F2015	129.1022	255.45	kp250_128.095		M0,M+H+	250.86	260.03	212	169745531	0.98	0.99	9	8	34019475	5799897	16673899	26098103	26830782	73406056	31003041	64203668
F2020	215.0879	230.29	_singleton_2971	C11H12F2O2	singleton	227.66	234.82	946	4934896	1.0	0.91	450	4	1122845	0	0	0	0	1206837	1175980	1450711
F2021	215.0879	239.79	2972	C11H12F2O2	singleton	236.35	244.37	946	2289473	0.93	0.74	149	5	478569	814043	0	0	0	143608	616040	251738
F2022	215.093	18.38	2973	C13H13NO2	singleton	16.51	21.04	947	3140348	1.0	0.98	530	3	1431067	0	0	0	0	512474	0	1211807
F2024	130.0499	174.19	kp251_129.0426		M0,M+H+	169.57	178.82	213	676746278	1.0	0.94	100	8	61205156	723717903	678714119	599139807	539732879	61908305	57872248	58702514
F2025	130.0499	197.1	kp252_129.0426		M0,M+H+	192.92	201.7	213	212597714	0.86	0.89	40	8	144873757	40626390	36880761	53099926	187588026	138240503	138649908	129553024
F2026	275.1103	117.02	kp1280_252.121		M0,Na/H	112.43	118.53	1372	1877904	1.0	0.89	11	8	334247	150815	181681	280129	184961	212553	347179	203339
F2027	275.1103	120.03	_singleton_2975	C10H17N3O6	singleton	118.53	121.17	1372	1781335	1.0	0.95	18	8	317507	169092	204105	152607	161133	231290	269945	257048
F2028	275.1103	124.55	kp1281_252.121		M0,Na/H	121.17	129.14	1372	10204964	1.0	0.8	56	8	1375187	1169300	1133587	1432954	1276991	1253821	1349357	1159451
F2029	275.1103	132.6	_singleton_2976	C10H17N3O6	singleton	129.14	137.22	1372	6046171	1.0	0.75	17	8	745048	644958	817965	720859	938530	739210	738925	685482
F2030	275.1103	161.9	_singleton_2977	C10H17N3O6	singleton	160.0	163.81	1372	607281	0.72	0.77	8	8	114765	27275	60885	34584	117361	102767	65681	94963
F2032	275.1194	140.98	kp253_274.1121		M0,M+H+	139.12	143.25	1373	89969427	1.0	1.0	25247	8	7279592	3049191	15668229	19837169	20731871	6665584	6704264	6263682
F2034	173.0921	115.1	_singleton_2981	C7H12N2O3	singleton	110.44	118.9	607	14140011	1.0	0.98	35	8	857793	2403299	3273876	2771509	2166607	822142	802712	743884
F2037	130.0611	104.19	kp1489_88.0273		M0,ACN	100.33	108.83	214	10615480	1.0	0.99	118	7	1268136	1774195	1854077	1599680	1680650	1035529	1205257	0
F2038	130.0611	127.99	_singleton_2983	C4H4N2O2	singleton	123.42	131.45	214	3178072	0.89	0.74	21	7	327818	428662	596344	488095	452419	425637	413171	0
F2039	130.0611	170.72	2984	C4H4N2O2	singleton	166.1	173.81	214	4831688	1.0	0.85	23	7	1415957	2225514	282599	228901	243815	243167	190238	0
F2044	275.1602	180.75	2988	C12H22N2O5	singleton	178.44	183.04	1374	3282424	1.0	1.0	247	7	381848	553378	628262	461050	428307	411160	431422	0
F2052	173.1285	19.14	_singleton_2993	C8H13NO2	singleton	16.51	21.82	608	7272920	1.0	0.99	16	8	1314590	123638	302217	338086	1254748	1639769	1279748	1237016
F2053	173.1285	23.7	_singleton_2994	C8H13NO2	singleton	21.82	28.31	608	9934051	1.0	0.99	29	8	1254511	1140880	1670665	1317474	1264066	1164001	1157405	891027
F2056	173.1285	106.47	_singleton_2997	C8H13NO2	singleton	105.33	110.44	608	1881057	0.83	0.97	4	8	158478	290546	436651	416518	272624	201413	204529	179316
F2057	173.1285	114.72	_singleton_2998	C8H13NO2	singleton	110.44	118.53	608	3958098	0.91	0.99	5	8	562759	486066	580211	553891	518093	627354	494292	454699
F2060	173.1285	150.8	2999	C8H13NO2	singleton	148.54	154.65	608	4205890	0.93	0.92	5	8	521200	577728	598286	561651	570406	534201	494254	508181
F2065	130.0651	112.81	_singleton_3004	C9H7N	singleton	110.44	117.41	215	17780697	0.8	0.74	62	8	2010886	2447277	2750089	2387545	2084272	2069495	1911573	1881776
F2067	276.1192	207.42	2587	C10H14N2O6	singleton	203.98	209.73	1376	9566202	1.0	0.98	2043	8	2297478	4340	73761	43867	39051	2326383	2528854	2268468
F2068	276.1192	212.04	kp255_234.0853		M0,ACN	209.73	216.65	1376	46643109	1.0	0.93	6441	8	648543	11582837	10270836	11051356	11337913	599927	517976	540138
F2069	173.1304	105.33	3006	C11H18	singleton	102.63	108.42	609	4626216	1.0	1.0	710	4	1180192	0	0	0	0	1236341	1074537	1094094
F2070	276.1228	83.24	3007	C15H14O4	singleton	79.81	85.15	1377	6184168	1.0	0.72	914	4	0	1189410	1870195	1598984	1451255	0	0	0
F2072	216.0278	7.77	_singleton_3008	C9H7NO4	singleton	6.24	11.2	951	7227604	1.0	0.98	37	1	0	7241604	0	0	0	0	0	0
F2073	216.0278	13.1	_singleton_3009	C9H7NO4	singleton	11.2	14.99	951	5282688	1.0	0.99	23	2	0	652504	0	4641184	0	0	0	0
F2074	216.0278	20.27	kp256_173.994		M0,ACN	17.26	24.07	951	45068792	1.0	0.96	163	7	11678937	933121	0	338730	4848669	7542382	12789778	6905163
F2078	216.0633	184.53	kp1357_179.0794		M0,HCl	183.04	187.18	952	17454443	1.0	0.99	4013	4	4148473	0	0	0	0	4406734	4140163	4771073
