id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	batch14_MT_20210808_087	batch11_MT_20210805_005	batch12_MT_20210806_005_20210806121327	batch13_MT_20210807_005	batch14_MT_20210808_005	batch14_MT_20210808_089	batch14_MT_20210808_179	batch14_MT_20210808_181
F5072	548.3714	88.16	83.62	90.76	2758	104575477	1.0	0.88	17118	8	17811657	7690880	8242067	9501149	9400853	16541927	17105786	16625602
F5073	380.9933	19.51	17.26	23.7	2072	4396085	1.0	0.99	20	5	813517	0	0	0	973356	995781	950338	677397
F5074	461.1733	229.91	226.54	234.44	2448	5710291	1.0	0.94	530	4	1540590	0	0	0	0	1469740	1113235	1581213
F5075	549.0567	152.72	151.18	154.65	2759	3924029	1.0	1.0	1037	4	1053427	894492	952854	1033256	0	0	0	0
F5076	549.3385	78.66	77.13	80.19	2760	4821712	0.75	0.99	1303	4	783845	0	0	0	0	1020018	1424047	1602802
F5077	381.0125	149.28	148.16	151.56	2073	16564178	0.43	0.99	2927	7	2735045	0	95855	425262	418368	2849621	4621466	5406501
F5078	381.0282	152.34	150.8	154.65	2074	19681642	1.0	0.99	4645	8	2489922	1805548	2086992	2248868	2794192	2634191	2730057	2902872
F5079	549.3749	88.16	84.38	90.76	2761	31818289	1.0	0.86	5626	8	5270438	2812398	2933893	2916583	3003436	4730042	5326611	4292922
F5080	591.43	16.89	16.51	21.04	2917	5536584	1.0	0.88	202	6	385188	1263697	1019059	1245957	738099	0	0	396773
F5081	381.3537	150.41	148.91	152.34	2076	8811510	1.0	0.96	1804	7	1671678	0	555399	501094	1319320	1563541	1496480	1492966
F5082	591.4622	23.7	22.58	26.75	2918	11821052	1.0	0.98	125	8	1761077	995728	1245956	1245983	1094336	1976667	1774640	1524659
F5083	549.4518	23.32	22.2	26.75	2762	5836749	1.0	0.95	96	8	910479	518094	503482	458933	622227	998230	993119	786446
F5084	550.387	87.79	84.0	90.76	2763	94828360	1.0	0.86	16023	8	16047274	7241235	8490345	8044475	6152986	15827784	15694499	15330466
F5085	383.1164	144.4	142.49	145.55	2078	8431565	1.0	0.9	2535	6	871414	1897594	1924902	1952140	2137310	0	813495	0
F5086	550.4107	23.7	22.2	26.75	2764	1852246	1.0	0.99	59	4	366196	0	0	0	0	497810	536956	462444
F5087	384.0107	245.51	240.93	250.1	2081	3971423	1.0	0.88	97	2	1833792	0	0	0	0	0	2196917	0
F5088	384.0826	18.01	14.61	22.58	2082	253702637	1.0	0.93	123335	4	362753663	0	0	0	0	94754408	356901602	329729638
F5089	461.2731	16.13	14.99	18.01	2449	57450920	1.0	0.92	53	8	7185205	9874239	13709271	6412500	1610146	4272986	8128394	6512827
F5090	461.2731	33.71	25.59	38.35	2449	4554153	0.3	0.58	2	8	643939	18955	1665105	1122439	764836	560949	615105	519360
F5091	461.2731	81.72	80.95	86.27	2449	4275859	0.29	0.64	3	8	678923	27373	750452	670717	946902	694613	514445	525833
F5092	461.2731	106.85	103.79	107.63	2449	3103773	0.3	0.64	6	8	453074	29153	565210	397436	715017	474249	478809	386172
F5093	461.2731	116.24	112.81	117.79	2449	4762036	0.29	0.74	5	8	968162	41379	386675	330503	861966	1047016	882502	745238
F5094	461.2731	120.79	119.27	121.92	2449	1475526	0.3	0.84	3	7	297609	0	158451	78938	346483	284511	265637	302877
F5095	461.2731	124.55	121.92	127.61	2449	3798662	0.29	0.76	3	7	780768	0	289096	298702	842985	786706	670158	739418
F5096	461.2731	213.56	212.42	215.89	2449	5833120	0.28	0.95	2	7	1226338	0	156674	150409	1037619	1318988	1186244	1123642
F5097	384.1422	115.86	112.43	120.41	2083	14926326	1.0	0.9	1314	4	2943574	0	0	0	0	3295888	3522611	5081775
F5098	461.3628	14.99	13.1	16.51	2450	1160236	1.0	0.99	222	1	1170241	0	0	0	0	0	0	0
F5099	591.9381	24.82	20.27	27.54	2919	2894877	0.44	0.69	3	6	674512	0	0	342413	936669	639165	433518	365301
F5100	591.9381	117.02	112.43	118.9	2919	3249991	0.48	0.94	3	6	789837	0	0	323453	788936	617922	569931	601471
F5101	591.9381	132.21	129.52	136.83	2919	8674766	0.48	0.74	6	6	2573124	0	0	607044	1557366	1646859	1334149	1359639
F5102	591.9381	143.63	141.72	145.18	2919	1511608	0.48	0.99	2	6	464555	0	0	177099	411000	354682	175130	272908
F5103	591.9381	218.96	215.89	223.54	2919	9573839	0.52	0.91	2	6	2891098	0	0	439610	1405814	2594465	1244359	1435014
F5104	591.9381	235.58	231.04	237.5	2919	8350621	0.51	0.88	2	6	2524701	0	0	306799	1799342	1965922	1008445	1070054
F5105	591.9381	240.17	237.5	242.84	2919	7983082	0.53	0.89	2	6	1840098	0	0	640796	2012390	1876244	930525	971455
F5106	591.9381	244.37	242.84	248.95	2919	8817571	0.53	0.8	2	6	1667920	0	0	882672	2584202	1946909	1118137	1129111
F5107	591.9381	252.77	251.25	254.68	2919	4496931	0.47	0.91	2	6	1009966	0	0	335843	1063631	1064017	655644	570774
F5108	591.9381	271.53	267.29	276.16	2919	10501189	0.62	0.6	2	6	1954436	0	0	3157365	1971800	1826755	1027543	1091781
F5109	384.2383	17.26	14.99	19.14	2084	14743361	1.0	0.8	340	4	4790508	0	0	0	0	2134842	4030782	3799229
F5110	384.2383	23.32	21.82	27.15	2084	2048594	1.0	0.89	86	4	502292	0	0	0	0	591255	530388	460341
F5111	384.2383	31.76	27.15	36.02	2084	2148942	0.9	0.63	23	4	647160	0	0	0	0	542896	480772	502114
F5112	550.912	24.82	20.27	26.75	2765	3497054	0.29	0.77	2	8	631724	1037505	229190	216267	699759	697749	435649	428555
F5113	550.912	121.55	118.9	123.42	2765	2859606	0.29	0.93	3	8	498155	179247	94472	312994	438137	774998	463310	594488
F5114	592.3216	115.48	113.19	117.79	2920	24253035	1.0	0.99	5057	8	4373052	1644955	2182799	1700397	1978625	3891309	4408615	4015709
F5115	551.3904	87.79	86.27	90.39	2766	23825472	1.0	0.89	4022	8	3702493	1932140	1770789	2377179	1894586	3840182	3817121	3741398
F5116	592.325	84.0	80.19	87.03	2921	8685325	1.0	0.95	267	4	1694957	0	0	0	0	2004364	2187163	2817848
F5117	462.8804	140.23	137.6	142.49	2452	10186113	1.0	0.91	1227	5	2609418	0	0	0	460884	2344128	2537127	2194556
F5118	384.2748	16.13	14.99	17.63	2085	996387	0.77	0.82	29	6	363098	45725	0	34814	0	284216	119437	157097
F5119	384.2748	46.45	42.59	51.09	2085	2831396	0.8	0.82	2	8	208808	407137	546442	619299	647714	200389	149641	132949
F5120	384.2748	85.15	80.57	88.53	2085	10418121	0.64	0.76	230	8	1193661	1591777	1655586	1546555	1470422	1090082	906563	981718
F5121	592.4704	87.79	86.27	89.66	2922	9689162	1.0	0.84	1699	7	1641742	1034837	0	1164272	1428083	1586943	1469046	1217149
F5122	592.494	23.32	21.04	26.75	2923	58781031	1.0	0.98	12936	8	8521204	5489533	5958916	5634065	5313357	9954465	8180187	7981252
F5123	592.494	33.33	29.08	37.96	2923	11543483	1.0	0.94	751	8	1831994	843000	1569417	1178803	1183838	1755315	1706111	1605863
F5124	463.3422	17.26	15.75	19.14	2454	1133090	1.0	0.95	23	3	642333	0	0	0	0	0	140896	359863
F5125	463.3422	23.7	21.43	25.2	2454	921626	1.0	0.99	23	3	282073	0	0	0	0	0	314616	337693
F5126	593.0207	152.34	150.03	155.03	2924	3376841	1.0	1.0	567	7	557723	315318	0	435047	410380	476508	599087	551082
F5127	384.2958	16.89	15.75	21.43	2086	10486285	1.0	0.97	147	8	1965282	681254	565320	754945	652210	1419901	2172245	2223063
F5128	593.3339	115.1	112.81	117.02	2925	12522386	1.0	0.98	3084	6	2053598	1816875	2370641	2002032	2404154	0	1887086	0
F5129	463.3784	15.75	14.61	18.01	2455	9059649	1.0	0.87	1848	4	2607581	0	0	0	0	1895740	2127154	2439174
F5130	463.3784	20.66	19.14	22.58	2455	1590342	1.0	0.95	403	4	272285	0	0	0	0	696192	298627	333238
F5131	551.8959	220.12	215.89	224.29	2767	6252295	0.53	0.97	2	6	1883590	0	0	203740	918673	1625645	703012	860470
F5132	551.8959	235.58	231.04	237.88	2767	6340213	0.59	0.88	2	6	1899822	0	0	208488	1211865	1321490	854283	873764
F5133	551.8959	240.17	237.88	242.84	2767	5593199	0.59	0.91	2	6	1253225	0	0	392595	1260749	1247459	728449	682748
F5134	551.8959	261.94	258.5	266.52	2767	8644838	0.59	0.66	2	6	1749677	0	0	783389	1910355	1614213	1272834	1177994
F5135	551.8959	271.53	266.9	276.16	2767	11616466	0.56	0.65	3	6	2064941	0	0	3041758	1971508	1957428	1307257	1294612
F5136	551.8959	283.1	278.47	285.04	2767	6975795	0.59	0.6	2	6	1409789	0	0	899722	1319169	1529523	898932	945775
F5137	593.478	23.7	22.2	27.15	2926	34124427	1.0	0.96	210	8	5017889	3087474	3438136	3098507	3126363	5425321	5550174	4745077
F5138	593.478	35.25	30.61	39.9	2926	14043539	0.97	0.91	44	8	2252181	1284721	1573261	1336529	1579436	2240671	2035835	1846238
F5139	551.9246	139.12	137.22	142.1	2768	3166547	1.0	0.98	517	3	1168842	0	0	0	0	0	780923	1230787
F5140	464.1918	103.4	99.93	108.02	2456	34201186	1.0	0.99	5142	8	5555036	2994805	2771452	3099409	3233304	5258526	5377490	5387622
F5141	464.1918	126.09	124.93	127.99	2456	666139	0.96	0.73	150	6	134037	10523	0	8664	0	161926	144835	204631
F5142	384.3113	16.13	13.86	18.76	2087	9848828	1.0	0.9	35	8	499041	2200028	2089583	1983155	2290757	159733	284409	302496
F5143	384.3113	79.04	76.37	83.62	2087	9728410	1.0	0.53	43	8	1213076	1089823	1438654	1235006	1058007	1178129	1221741	1235252
F5144	552.0607	110.44	107.23	113.19	2769	8219485	1.0	0.98	1060	8	1101876	931642	853666	947744	1105552	1029306	1036689	1107411
F5145	593.4975	23.32	22.2	25.97	2927	22515402	1.0	0.95	5282	8	3512954	1980727	2047894	1994445	2107806	3619018	3482344	3119044
F5146	593.4975	33.71	29.46	38.35	2927	3514969	1.0	0.81	253	8	647943	227484	454679	333394	346050	491249	544896	520822
F5147	464.3137	87.41	85.53	90.03	2457	31052343	1.0	0.73	6342	8	6529332	1337112	1150849	1326722	1150960	6010810	6086585	7047948
F5148	384.7723	18.76	15.37	22.2	2088	5946133	1.0	0.99	765	6	1526428	495422	669490	0	0	831697	1195848	1246256
F5149	552.2935	87.03	84.0	88.9	2770	12409240	1.0	0.92	1734	4	2325977	0	0	0	0	2918607	3308296	3870360
F5150	465.1951	103.4	100.33	105.71	2458	7921012	1.0	0.98	1210	8	1321967	688438	661171	762629	752542	1201524	1226217	1189631
F5151	465.1951	176.89	174.96	179.98	2458	2176909	1.0	0.97	395	8	327969	272435	225937	216277	136426	374571	319366	317928
F5152	552.33	85.15	80.57	88.9	2771	4248442	1.0	0.99	387	4	716532	0	0	0	0	973555	1292406	1293858
F5153	552.33	93.01	91.5	96.08	2771	3722979	1.0	0.98	530	4	913938	0	0	0	0	864248	951085	845108
F5154	552.33	98.0	96.08	101.1	2771	1221379	1.0	0.98	154	4	299443	0	0	0	0	339407	330016	287244
F5155	384.9607	17.63	16.13	21.04	2089	6067833	1.0	0.79	188	7	426120	977446	1525185	1524800	472427	0	568929	248939
F5156	384.9607	36.4	31.76	41.05	2089	2164172	0.74	0.72	154	7	438873	126961	262621	212586	343070	0	472998	346119
F5157	384.9607	50.32	47.99	53.39	2089	956543	0.7	0.87	135	7	207483	17978	71753	64669	118994	0	318757	171909
F5158	465.2459	189.47	187.18	194.08	2459	11215561	1.0	0.96	1808	4	2884042	0	0	0	0	2985722	2601568	2763229
F5159	465.3168	88.16	85.9	90.03	2460	1697279	1.0	0.97	266	1	1709283	0	0	0	0	0	0	0
F5160	552.4027	87.79	83.62	90.03	2773	26548754	1.0	0.91	4401	8	3707755	3028946	2438232	2558199	2530594	3948307	4157756	3408793
F5161	465.3577	23.7	22.58	27.93	2461	5221824	0.71	0.98	124	8	696875	523257	538422	448327	656640	841060	785915	659947
F5162	465.3577	36.4	32.16	40.67	2461	3964904	0.82	0.61	52	8	672774	365227	465299	362706	463196	587467	544921	550839
F5163	593.9062	125.7	122.68	129.52	2928	1187591	0.57	0.83	25	4	625043	0	0	22043	0	382919	226257	0
F5164	593.9062	221.26	216.65	225.05	2928	1801872	0.64	0.93	3	4	711771	0	0	105411	0	546803	376467	0
F5165	593.9062	235.58	231.04	237.88	2928	2041273	0.64	0.94	3	4	851702	0	0	67359	0	680749	490817	0
F5166	593.9062	240.55	237.88	242.84	2928	1312268	0.58	0.89	2	4	454026	0	0	69761	0	408168	413019	0
F5167	593.9062	245.13	242.84	249.72	2928	1776149	0.58	0.65	2	4	599909	0	0	68103	0	641449	485370	0
F5168	593.9062	252.77	250.86	254.68	2928	1030937	0.6	0.85	3	4	314822	0	0	65596	0	414397	259416	0
F5169	593.9062	271.53	266.9	276.16	2928	3607131	1.0	0.67	6	4	685817	0	0	1542258	0	777504	624650	0
F5170	552.4264	23.7	21.82	27.15	2774	4137090	1.0	0.99	171	8	539253	353599	514399	360802	382097	613065	725320	579213
F5171	552.4264	36.02	31.37	40.67	2774	3190901	0.89	0.69	164	8	560657	238803	454948	256092	246446	558215	482357	472194
F5172	552.4264	47.6	43.77	52.24	2774	2384989	0.8	0.84	133	8	417799	193289	262792	169270	184513	413119	434508	360578
F5173	466.2493	189.47	187.56	193.69	2462	1295660	1.0	0.98	183	2	625881	0	0	0	0	0	689450	0
F5174	594.3373	114.72	113.19	117.41	2929	5842298	1.0	0.97	1583	8	767567	725107	741967	463903	898408	784954	658289	673656
F5175	385.9714	17.63	14.23	21.04	2090	65933388	1.0	0.83	141	8	4448256	10622986	16662994	16758204	4869760	2074611	4471577	2409990
F5176	385.9714	27.93	24.82	29.46	2090	12352506	0.78	0.78	51	8	2327399	684830	1273261	1180244	1183455	1900083	2376271	1683712
F5177	385.9714	32.16	29.46	33.71	2090	16401609	0.87	0.97	68	8	2944590	1006555	1865184	1580630	1577667	2421546	2866621	2150816
F5178	385.9714	36.4	33.71	41.05	2090	22136816	0.87	0.96	71	8	3477524	1350247	2562416	2403567	3161022	3121814	3575812	2680374
F5179	385.9714	50.32	47.6	54.57	2090	18760211	0.83	0.83	121	8	3199750	925152	2044294	1930584	2331501	2716880	3372196	2728432
F5180	385.9714	79.04	75.99	81.72	2090	2103457	0.56	0.76	22	8	364361	11411	123642	227147	288842	375686	359538	368830
F5181	385.9714	83.62	81.72	85.9	2090	1230267	0.56	0.51	17	8	289674	36457	113795	86046	209365	198201	191549	117180
F5182	466.3166	107.63	103.79	111.65	2463	12611725	1.0	0.99	2712	8	2063011	927910	1166034	1030794	879690	2319524	2272736	1956678
F5183	594.3407	83.62	80.19	87.03	2930	14699838	1.0	0.84	1791	4	2683247	0	0	0	0	2902907	4105851	5026833
F5184	466.3295	87.41	84.0	90.03	2464	38177213	1.0	0.85	6237	8	7773742	2264191	2436037	2349538	2343420	6912072	6525648	7060256
F5185	466.3295	92.25	91.5	94.93	2464	4776490	1.0	0.82	956	8	1000593	244105	241089	253918	317670	913616	678025	908073
F5186	594.3769	80.57	75.99	85.15	2931	217342704	1.0	0.91	8688	5	41694940	0	2430095	0	0	48003943	57775390	67437194
F5187	386.2388	104.57	101.86	108.42	2092	1044738	0.51	0.98	100	5	194133	289938	0	0	0	173272	184366	196400
F5188	386.2388	118.53	115.1	121.92	2092	3196535	1.0	0.99	229	5	641938	580376	0	0	0	624776	659497	682688
F5189	467.2027	107.63	105.33	110.44	2465	3313979	1.0	1.0	584	4	801731	0	0	0	0	923353	811981	790917
F5190	594.4814	23.7	22.58	26.75	2932	13016971	1.0	0.96	315	8	2048395	1195493	1094157	1335682	1238663	1914367	2046431	1887651
F5191	594.4814	36.02	31.37	40.28	2932	5060867	0.94	0.77	179	8	847092	459024	540460	516087	485190	823235	731702	705269
F5192	467.2755	18.38	16.89	22.95	2466	3425771	1.0	0.96	207	4	696733	0	0	0	0	1340345	738237	660474
F5193	594.5097	23.32	21.82	26.36	2933	32684827	1.0	0.97	7116	8	5016969	3229284	3277120	3308686	3141213	5150924	4358298	4129648
F5194	594.5097	32.16	27.54	35.64	2933	5258211	0.82	0.86	348	8	749862	473220	775000	600754	522811	790636	747108	684123
F5195	386.2904	84.76	82.1	88.16	2094	21106657	1.0	0.69	3107	8	3034888	2489039	2422747	2420675	2270196	2863724	2875155	2916330
F5196	386.2904	91.5	88.16	95.7	2094	20772526	1.0	0.91	2808	8	1441024	3362993	3459035	3633564	3623308	1398694	1634771	1549290
F5197	595.3495	114.34	112.04	117.79	2934	26813674	1.0	0.99	5652	8	742752	7380111	4961623	4478594	6259525	602221	537689	607088
F5198	467.3328	87.41	86.27	88.53	2467	4609772	0.67	0.97	1181	4	1385735	0	0	0	0	914303	1211683	1105051
F5199	467.3328	93.39	91.87	94.93	2467	445648	0.83	0.95	133	4	116132	0	0	0	0	63738	152611	78167
F5200	595.3803	82.48	77.89	87.03	2935	67496947	1.0	0.92	6578	5	11791838	0	819126	0	0	15252447	18416148	21242388
F5201	552.9108	23.32	18.76	26.36	2775	8745419	0.25	0.89	6	8	1501961	2098739	1149845	764602	1509181	1663998	1308850	965227
F5202	552.9108	49.93	44.53	61.42	2775	10888907	0.28	0.63	3	8	1604907	5698434	1877928	1076808	1533376	1370274	1532998	1131256
F5203	552.9108	117.79	113.19	118.9	2775	5966990	0.25	0.75	2	8	1046761	1296986	811677	966708	1293524	758961	557240	827228
F5204	467.3482	92.25	89.66	96.08	2468	72029128	1.0	0.83	13636	8	12130031	4669372	4454994	3873725	5307620	12477583	13373472	12836355
F5205	386.3267	79.43	75.23	83.62	2095	16723696	1.0	0.63	89	8	2094726	1890049	2175321	2265675	1916802	2209809	2058614	2026477
F5206	552.9216	139.12	137.22	142.1	2776	3128538	1.0	0.99	508	4	795011	0	0	0	0	944626	622631	789323
F5207	595.4937	23.32	22.2	26.75	2936	89974581	1.0	0.96	268	8	14682529	7982897	7393416	7310833	7421090	15271988	13929283	13866876
F5208	595.4937	32.55	27.93	37.17	2936	26690708	0.9	0.93	22	8	4669588	2260296	2784412	2246484	2238569	4235224	4452859	3998504
F5209	467.3735	23.7	22.58	27.54	2469	8399092	0.83	0.92	429	8	1254651	598493	939519	841694	1138127	1270654	1222421	1098053
F5210	467.3735	35.64	33.71	37.17	2469	1511178	0.41	0.56	201	8	186385	252876	180657	149221	198512	231415	163519	175858
F5211	553.0594	110.44	106.47	113.95	2777	4047429	1.0	0.99	463	6	624263	0	689917	0	776387	727514	600021	659649
F5212	595.5132	23.32	22.2	26.75	2937	10627895	1.0	0.96	2549	8	1712443	1036058	1120284	983434	849410	1788594	1500148	1377825
F5213	468.1106	19.51	18.38	22.58	2470	9968373	1.0	0.95	1885	8	1408038	1038040	1035708	1105221	1131277	1804896	1290857	1155759
F5214	468.3088	91.87	87.41	96.46	2471	600048786	1.0	0.99	72210	8	108220780	64592027	71012497	71213104	69094899	110243060	105125091	105265772
F5215	386.3995	17.26	14.61	20.27	2096	16461513	0.17	0.92	2	7	4059313	0	2845531	2394804	3124440	2314999	4067478	3192867
F5216	468.3515	92.25	90.03	93.39	2472	7297304	1.0	0.87	1723	3	1920443	0	0	0	0	2631473	0	2245121
F5217	386.8665	140.98	136.83	142.87	2097	3152985	1.0	0.83	312	4	826852	0	0	0	0	705791	769332	868017
F5218	386.9553	17.63	14.23	21.04	2098	134690161	1.0	0.85	158	8	11094015	21560669	29466105	32976387	11073522	4519702	11182620	6494777
F5219	386.9553	27.54	24.82	29.84	2098	26491990	0.84	0.88	42	8	5315397	1235687	2318820	2312569	2381715	4413776	5152437	3823035
F5220	386.9553	31.76	29.84	33.71	2098	30137416	0.88	0.94	55	8	5952524	1516397	3138086	2598315	2865013	4358219	5585510	4134352
F5221	386.9553	36.02	33.71	40.67	2098	43902608	0.88	0.95	61	8	7259419	2247125	4625469	4450115	6141785	6399029	7569043	5518826
F5222	386.9553	50.32	45.69	54.57	2098	45789955	0.88	0.78	57	8	7929513	1811304	4497543	4419202	5179581	7304838	8788903	6879466
F5223	386.9553	77.89	75.61	80.19	2098	2969760	0.51	0.9	14	8	616151	59596	195718	326642	324130	452498	443221	526376
F5224	386.9746	17.63	15.75	22.2	2099	4367663	1.0	0.86	38	6	299224	708815	1127577	1289202	458472	0	0	246039
F5225	595.5889	19.14	16.89	23.7	2938	11566638	0.41	0.84	3	8	1806500	1265054	342196	729281	2005327	2142989	1685645	1543598
F5226	595.5889	34.49	30.23	39.13	2938	19160828	0.42	0.81	3	8	2612020	3488180	1218655	1891485	2572421	2497730	2619662	2431380
F5227	595.5889	83.62	80.19	84.76	2938	12602102	0.41	0.52	7	8	1901275	2194891	691288	1060198	1630729	1733075	1748698	1726372
F5228	595.5889	104.19	101.1	108.42	2938	12829102	0.41	0.95	4	8	1756205	1839057	799287	1384760	1636640	1831999	1720751	1671203
F5229	595.5889	113.95	112.04	118.16	2938	7130825	0.39	0.88	2	8	1216792	1090799	277566	555064	851011	980647	1149598	1005802
F5230	554.0576	110.44	106.47	113.57	2780	6454088	1.0	0.99	783	8	880293	677344	687581	751344	868169	809691	808691	893075
F5231	387.0363	226.16	221.64	230.29	2100	11708586	0.8	0.96	586	5	3412951	0	0	0	8414	2619708	3234470	2609135
F5232	554.1761	14.61	13.48	19.14	2781	377727190	1.0	0.99	14838	7	84617889	9648979	0	7758015	11320024	89122814	88611353	86664116
F5233	387.0853	115.1	112.81	118.16	2101	2392523	1.0	0.99	413	5	503196	620442	487764	289048	0	442560	0	0
F5234	468.3898	16.51	14.61	20.66	2474	19729452	1.0	0.96	108	8	3166163	1444254	973217	4156359	786777	2599757	3401551	3283780
F5235	468.3898	38.74	37.57	42.98	2474	648326	0.15	0.53	3	8	144090	119515	109296	150330	116156	137865	102955	69709
F5236	468.3898	46.45	42.98	47.99	2474	707127	0.15	0.7	3	8	168839	106290	130103	81529	176040	124571	152000	62185
F5237	468.3898	58.0	56.86	59.14	2474	444245	0.15	0.81	2	8	85984	77101	80521	97880	78613	98339	69495	17648
F5238	554.393	90.39	85.9	94.93	2782	738383802	1.0	0.98	123124	8	197329319	185866794	62405755	99871080	141083725	192924256	211651123	209269232
F5239	554.4418	23.7	22.58	27.54	2783	8197601	1.0	0.96	18	8	1206408	566975	889663	598781	685076	1434273	1441003	1321746
F5240	469.0268	231.78	227.66	236.35	2475	38646638	1.0	0.88	151	4	9731180	0	0	0	0	9332719	9599983	10006756
F5241	387.1805	16.89	13.48	21.43	2103	360830133	1.0	0.97	51026	8	112931886	14485493	31793421	14237925	4206394	82508543	106247544	93455562
F5242	595.9053	279.26	278.47	281.18	2939	3045583	0.18	0.79	2	7	523774	0	320880	405377	347634	603209	407176	354018
F5243	469.2686	20.27	18.76	21.43	2476	10062836	1.0	0.94	3414	2	4770523	0	0	0	0	0	5300313	0
F5244	596.3831	80.95	79.04	82.1	2941	6696579	0.7	0.91	1090	4	1599891	0	0	0	0	1209931	2043700	1852057
F5245	469.3122	92.63	89.66	96.08	2477	156019085	1.0	0.9	29468	8	22674956	13683110	13524270	15551096	14772878	22560249	23125017	22973361
F5246	554.9643	146.67	145.18	150.03	2785	32418072	1.0	0.91	5183	7	4449137	2570413	0	3614325	5976543	6159690	6230269	4167189
F5247	387.2938	84.76	80.19	88.53	2105	3965062	1.0	0.97	430	7	656294	455585	530731	514456	538229	662938	656115	0
F5248	387.2938	91.87	88.53	94.54	2105	2301543	1.0	0.96	331	7	97007	628898	508972	387432	560615	40464	108900	0
F5249	596.4971	23.32	22.58	26.36	2942	34791007	1.0	0.95	315	8	5369590	2978802	2920115	2618358	3013793	5993065	5862159	5252460
F5250	596.4971	32.94	28.7	37.57	2942	10507438	0.88	0.82	33	8	1731871	907708	1131055	871787	975406	1771107	1681590	1545650
F5251	469.3891	23.7	22.58	27.54	2478	22370193	1.0	0.94	4878	8	3546168	2078499	2181457	1747652	2375328	3796622	3444621	3069623
F5252	469.3891	36.02	31.37	40.28	2478	8758815	1.0	0.93	492	8	1415965	849538	1102999	735582	1008252	1299336	1327706	1094203
F5253	555.1766	14.61	13.48	18.01	2786	147567687	1.0	0.99	41020	4	35568036	0	0	0	0	37596960	37158766	37256925
F5254	469.9746	207.42	204.36	210.5	2479	2928249	1.0	1.0	402	4	597264	0	0	0	0	816755	588294	931792
F5255	596.5254	23.32	21.82	25.59	2943	10994736	1.0	0.95	1195	8	1546713	1148407	1350987	773390	1156190	1853405	1548205	1628439
F5256	555.3964	91.13	87.79	93.77	2787	330600685	1.0	0.79	45872	8	49847939	42481325	13378145	22219821	38499903	48189147	53846152	52330571
F5257	470.0287	231.78	227.66	235.58	2480	5630183	0.74	0.94	346	4	1255287	0	0	0	0	1479626	1204094	1735534
F5258	470.1075	19.88	18.01	22.58	2481	2385911	1.0	1.0	389	5	488292	382522	0	0	0	579289	433766	515047
F5259	596.8364	139.86	137.98	142.1	2945	10873591	1.0	0.82	1490	5	2156478	0	0	0	814586	2467975	2568960	2797287
F5260	555.4447	24.07	22.58	26.75	2788	1263354	1.0	1.0	17	4	288244	0	0	0	0	274112	308149	400505
F5261	597.0113	147.04	143.25	151.56	2946	714324414	1.0	1.0	290113	8	363722356	356847328	326722198	346994031	355590180	365420756	376127097	367532923
F5262	470.2177	115.48	114.34	117.79	2482	4310990	1.0	0.97	1140	4	1228234	0	0	0	0	1026887	1087712	978157
F5263	470.2177	125.32	123.05	129.9	2482	28053193	1.0	0.97	3529	4	7088060	0	0	0	0	7494167	6686391	6803575
F5264	597.2878	96.46	94.15	99.55	2947	4537978	1.0	0.99	679	3	1634341	0	0	0	0	1331665	0	1588370
F5265	470.3146	92.63	90.39	93.77	2483	20020159	1.0	0.7	4046	8	3121022	1416889	1858997	2077677	1661041	3098670	3346208	2441554
F5266	597.5093	23.32	22.58	26.75	2948	53853875	1.0	0.96	145	8	8178358	5080273	5253891	4749598	4874054	8824189	8208487	7331382
F5267	597.5093	32.94	28.31	37.17	2948	18220504	0.81	0.9	15	8	3055811	1635180	2087382	1763257	1819120	2826556	2724596	2490306
F5268	387.4029	17.26	14.61	19.14	2107	2426621	0.31	0.9	3	6	736010	0	0	536845	592547	87241	493406	611799
F5269	387.4029	22.58	19.88	24.82	2107	1126144	0.14	0.91	2	6	249516	0	0	492926	513207	422662	163821	154684
F5270	387.4029	57.62	53.0	61.42	2107	4772369	0.28	0.95	2	6	1063563	0	0	1108905	1400656	1120095	832919	868710
F5271	387.4029	115.1	112.43	117.41	2107	2270366	0.18	0.97	2	6	596532	0	0	309496	637206	531787	568288	609080
F5272	470.3926	23.7	22.95	27.15	2484	6150197	1.0	0.96	1305	8	1069163	420528	517631	477563	642941	1016953	1003910	975392
F5273	470.3926	33.71	30.23	34.1	2484	557149	0.75	0.94	115	8	101057	88378	72654	58408	24145	90378	66000	67129
F5274	470.3926	38.35	37.17	41.43	2484	732316	0.75	0.96	117	8	117172	39198	57158	53435	146060	154633	78043	98617
F5275	387.9552	35.64	34.49	38.35	2108	896722	0.13	0.61	14	7	173798	71323	109477	71950	110061	0	312156	80401
F5276	470.8068	140.23	137.22	142.49	2485	3140920	1.0	0.98	394	3	1150456	0	0	0	0	0	896120	1109350
F5277	555.89	21.82	18.38	26.36	2789	1924242	0.26	0.55	5	8	304571	384570	170942	149957	314265	325867	225141	104232
F5278	555.89	49.17	47.6	49.93	2789	540068	0.24	0.8	26	8	63717	254706	48561	12045	31967	20681	59180	67048
F5279	555.89	279.26	278.47	280.8	2789	24834764	0.24	0.84	2	8	3478133	2614658	2163778	3334103	2198958	4417501	3061674	2830826
