id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	batch14_MT_20210808_087	batch11_MT_20210805_005	batch12_MT_20210806_005_20210806121327	batch13_MT_20210807_005	batch14_MT_20210808_005	batch14_MT_20210808_089	batch14_MT_20210808_179	batch14_MT_20210808_181
F214	154.0499	30.23	28.31	34.87	413	7621326	1.0	0.97	1020	8	723303	869861	805672	1071109	1211377	1069073	965986	1001895
F215	154.0566	132.21	130.28	136.83	414	18788117	1.0	0.96	301	8	1671668	2691708	2835889	3290770	3001816	1873195	1460353	1689916
F216	238.0041	21.82	18.01	23.7	1124	6726824	0.37	0.68	5	8	653405	684233	530387	1198795	1382844	977932	443589	819580
F217	238.0041	29.46	25.2	34.1	1124	9310481	0.29	0.54	4	8	1096290	930706	825207	1579086	1627454	1248462	1009589	1192637
F218	92.0706	115.86	111.25	118.16	29	3418436	0.65	0.83	6	8	415276	407277	578450	440617	397342	411511	360928	366201
F219	92.0706	128.37	123.79	130.67	29	18921710	0.87	0.97	28	8	2274344	2258245	2980463	2697883	2343432	2144308	1964686	1954800
F220	92.0706	131.06	130.67	135.29	29	13884003	0.88	0.83	25	8	1634786	1723217	2387496	1864496	1893377	1611389	1413536	1263603
F221	92.0706	144.01	141.72	145.18	29	1810750	0.71	0.93	8	8	184277	326692	378164	345708	330536	89275	135407	106851
F222	92.0706	153.49	150.8	158.12	29	1639409	0.46	0.61	2	8	178212	243609	328174	213482	190122	180308	180294	145208
F223	92.0706	162.28	159.26	163.81	29	987233	0.48	0.89	2	8	137445	169112	187512	139145	89417	83031	97554	48414
F224	154.0587	163.81	161.9	168.03	415	90142337	1.0	0.99	17680	8	10806376	9365606	12405733	11823078	10852015	11168104	11653632	12069081
F225	192.1383	15.37	14.23	18.76	769	17063896	1.0	0.92	84	8	2284017	1444828	1754771	1603580	3055545	2408277	2240198	2348015
F226	93.0698	15.75	14.23	17.26	30	750207	1.0	0.98	151	3	117333	0	0	0	0	425908	0	215969
F227	238.0922	194.46	191.38	198.62	1126	3614659	1.0	0.97	495	6	515814	687011	647936	572292	0	560537	0	536881
F228	192.1595	24.07	22.95	25.97	770	357545168	1.0	0.93	2210	8	44064733	59790526	47182277	38217256	37566066	46248807	42626597	41629919
F229	192.1595	28.31	25.97	32.94	770	139412431	1.0	0.84	423	8	16156452	26134656	15935745	14832821	15718927	16914384	17630436	16938830
F230	192.1595	36.4	32.94	41.05	770	68873382	1.0	0.95	191	8	8000985	14258153	7890972	6847492	7878387	7965763	8364357	8049845
F231	154.0611	74.12	69.62	78.66	416	1867748	1.0	0.99	16	4	481325	0	415510	0	0	0	516171	508769
F232	154.0611	114.34	110.04	118.16	416	1450556	1.0	0.99	18	4	237317	0	549042	0	0	0	296559	344860
F233	193.0064	10.05	0.52	14.61	771	3586708	0.33	0.71	4	3	1181496	0	0	0	0	0	1237264	1174472
F234	193.0064	18.01	16.51	19.51	771	1562769	1.0	0.98	10	3	474863	0	0	0	0	0	559080	536399
F235	154.0692	24.82	23.32	27.54	417	13675267	1.0	0.94	1225	8	2104454	1093934	1893896	1758093	1364999	2247128	1877127	1773342
F236	154.0692	30.23	27.54	33.71	417	5642049	1.0	0.9	419	8	649766	645233	642228	805083	930234	739882	629443	692031
F237	94.0651	19.51	17.26	22.58	31	2692437	0.46	0.94	16	8	555596	49777	49327	52655	399472	733732	567026	462969
F238	94.0651	111.65	106.85	115.86	31	109008642	1.0	0.93	312	8	9105396	20177257	17009485	17274683	17330080	9206792	9199258	8990520
F239	94.0651	144.01	141.72	145.18	31	2572725	0.58	0.97	4	8	243881	471755	476924	557518	496370	220840	274617	272588
F240	94.9296	138.36	137.22	142.87	32	21837619	1.0	0.81	2345	8	3415588	2613085	1865288	2125485	2376439	2987565	2988631	2804767
F241	238.1915	6.62	2.02	9.29	1128	2144249	0.63	0.75	4	7	209973	1086877	0	272919	205318	245536	208292	207999
F242	238.1915	12.72	9.29	14.99	1128	1872125	0.63	0.76	4	7	196117	152060	0	904797	294473	196201	193990	177794
F243	238.1915	18.76	16.13	22.95	1128	4238351	1.0	0.99	11	7	833442	74578	0	100969	1042860	859329	831241	795643
F244	238.1915	86.65	82.1	88.9	1128	3174925	0.63	0.67	4	7	400035	562671	0	532934	641234	482668	521497	315601
F245	238.1915	104.95	100.33	108.83	1128	4250321	0.64	0.88	4	7	644633	647428	0	706290	628606	684282	647952	615878
F246	238.1915	114.34	111.65	118.53	1128	3444453	0.76	0.99	5	7	584033	558625	0	541747	454204	539494	576931	481504
F247	238.1915	121.17	118.53	123.05	1128	1353559	0.63	0.96	3	7	235022	342022	0	240073	84664	241486	177226	197231
F248	238.1915	126.85	123.05	129.9	1128	2680709	0.64	0.73	2	7	447125	443649	0	462429	391634	400649	380480	427650
F249	238.1915	161.52	160.0	164.57	1128	1173737	0.58	0.87	2	7	149969	168053	0	234502	177184	215231	206262	182456
F250	238.1915	179.21	174.96	181.91	1128	1816539	0.58	0.8	2	7	354602	275097	0	323279	333534	311827	279124	250909
F251	193.0972	24.07	20.27	28.7	772	32019991	1.0	0.97	518	8	2888475	5043324	5202718	5146984	4985046	3006423	2703989	2747159
F252	193.0972	41.82	37.17	46.45	772	8793259	1.0	0.91	84	8	833302	1207548	1442114	1482607	1439044	859886	926199	820629
F253	238.9135	139.49	137.6	142.49	1129	71212700	1.0	0.98	11766	8	14263880	3288718	3532134	3053362	2899502	14026601	14920325	14273735
F254	154.0862	19.88	16.89	21.43	418	5028741	0.56	0.74	15	5	506478	679054	749706	670811	327144	0	0	0
F255	154.0862	22.95	24.44	27.15	418	3121505	0.56	0.96	15	5	123070	157043	136159	164569	324937	0	0	0
F256	154.0862	32.16	28.31	36.78	418	1643622	0.23	0.72	4	5	476051	332888	434312	405073	454558	0	0	0
F257	154.0862	113.57	109.63	118.16	418	2204342	0.35	0.94	3	5	571226	464971	545233	519949	489782	0	0	0
F258	154.0862	127.61	123.05	131.06	418	2634797	0.56	0.95	3	5	543510	530677	632048	675654	607955	0	0	0
F259	154.0862	168.42	164.19	173.04	418	2092585	0.33	0.83	2	5	412542	567874	541328	535047	482190	0	0	0
F260	238.9195	139.49	137.22	142.49	1130	5488418	1.0	0.99	780	4	1423470	0	0	0	0	1489421	1189872	1400660
F261	193.1435	17.63	16.13	19.51	773	2303979	1.0	0.99	281	3	747170	0	0	0	0	0	825507	741304
F262	239.149	23.7	20.27	26.75	1131	75606874	1.0	0.95	73	8	14883589	6085258	2731843	4912471	4448934	15522769	15323532	14819291
F263	239.149	29.84	26.75	34.49	1131	15980201	1.0	0.94	8	8	3540569	1743321	968917	1327534	996548	3711824	3796185	3583992
F264	193.1629	24.07	22.95	25.97	774	34132652	1.0	0.93	7733	8	4313466	5976625	4620772	3596077	3582544	4367671	4022605	3660264
F265	193.1629	28.31	25.97	32.55	774	12570042	1.0	0.87	1450	8	1437414	2488358	1399231	1325298	1460485	1540902	1477775	1537845
F266	193.1629	36.02	32.55	39.51	774	6300572	1.0	0.88	695	8	694609	1389599	814705	642637	758515	703312	666573	675439
F267	193.17	12.72	8.53	16.13	775	1679630	0.54	0.76	16	5	202138	0	0	706004	302797	182936	0	318298
F268	193.17	18.76	16.13	22.95	775	2345714	1.0	0.99	27	5	597387	0	0	38809	493881	664153	0	576141
F269	194.1176	160.37	155.82	164.95	777	453406773	1.0	0.98	13	8	61042508	70339104	71659857	68051584	63582226	61250575	58545463	55524637
F270	239.1755	12.34	7.77	15.37	1132	1726337	1.0	0.67	12	5	208087	0	0	729089	335342	247802	211471	0
F271	239.1755	18.38	15.37	22.95	1132	2649766	1.0	0.99	24	5	619000	0	0	135119	683893	572346	601793	0
F272	239.1755	84.0	79.43	88.53	1132	1915911	0.93	0.94	7	5	367687	0	0	437986	464200	278143	370744	0
F273	239.1755	103.79	91.5	138.36	1132	7585665	1.0	0.73	10	5	1370711	0	0	1888939	1559935	1613808	1220884	0
F274	194.1652	12.34	8.91	14.23	778	1751468	0.75	0.86	21	7	43614	127548	0	1352905	92675	70985	55168	37960
F275	194.1652	18.38	16.89	22.95	778	7494205	1.0	0.97	80	7	1568911	50748	0	69978	1615794	1511469	1450051	1247888
F276	194.1652	80.19	75.99	83.62	778	1751104	0.61	0.51	4	7	146060	308222	0	324435	314610	267786	174244	237810
F277	194.1652	103.79	99.17	108.42	778	1728505	0.48	0.84	4	7	233668	282172	0	281610	269286	246419	250713	191001
F278	95.0855	16.51	13.86	19.14	34	2426928	1.0	0.95	49	4	513597	0	0	0	0	434474	797246	688974
F279	95.0855	23.7	19.14	27.93	34	1433446	1.0	0.99	38	4	369672	0	0	0	0	388212	342583	371808
F280	95.0855	105.33	100.72	109.63	34	4437849	1.0	1.0	169	4	1097435	0	0	0	0	1166379	1047546	1087031
F281	239.2231	13.48	11.2	14.61	1133	2030293	0.87	0.94	16	2	0	187742	0	1862953	0	0	0	0
F282	239.2231	19.14	16.51	23.7	1133	9552367	1.0	0.96	41	7	1866276	29079	0	144116	2166943	2015422	1724600	1662621
F283	239.2231	25.2	23.7	28.7	1133	1145473	0.4	0.63	3	7	247064	76346	0	104591	262698	157414	176558	166955
F284	239.2231	105.71	101.1	110.44	1133	3262730	0.5	0.88	7	7	463398	425970	0	511095	485049	460789	485858	447938
F285	239.2231	115.86	111.25	117.79	1133	1861753	0.46	0.82	6	7	230944	433528	0	246249	259645	240012	261925	226174
F286	239.2231	121.17	119.27	123.05	1133	747026	0.44	0.73	5	7	160299	140119	0	160607	79264	74290	87206	67683
F287	239.2231	127.99	127.23	130.28	1133	896921	0.39	0.71	4	7	103828	181648	0	148081	122715	108137	133009	117865
F288	240.0899	182.66	178.44	187.18	1134	9215522	1.0	0.95	1446	8	880116	2472723	1392687	1222903	1065158	950893	786444	637450
F289	154.0975	18.38	16.51	21.82	419	5219515	0.82	0.99	4	8	975023	128319	215574	194690	1161116	1292024	989017	956333
F290	154.0975	51.47	46.84	56.1	419	23906050	0.85	0.88	23	8	3787397	2917469	2767233	2866337	2639690	3738194	3404948	3574097
F291	154.0975	129.14	119.65	137.98	419	9260601	0.21	0.87	2	8	1593311	1089587	1280692	1312469	1671965	1611129	1531088	1416418
F292	240.102	92.63	90.76	97.23	1135	127288107	1.0	0.93	16032	8	18417386	10595623	12799365	13338990	11583476	19948734	17557153	18567835
F293	96.0444	17.63	16.89	21.43	35	38161962	1.0	0.88	84	8	5438239	5272828	6246271	5657932	4554200	1714362	4885055	3872585
F294	96.0444	32.55	27.93	37.17	35	49189988	1.0	0.98	40	8	5091681	7376787	7959448	8180894	8000365	5079807	5385209	5064954
F295	240.1442	17.26	15.75	19.14	1136	1069615	1.0	0.95	215	2	475032	0	0	0	0	0	0	604586
F296	195.0056	28.31	26.75	31.37	779	5437251	0.34	0.63	3	7	36846	5191455	287627	0	14398	22363	8217	28903
F297	195.0056	37.96	33.71	41.82	779	9704317	0.33	0.85	4	7	24036	9259378	561309	34345	8794	0	35575	39055
F298	195.0056	58.0	56.1	58.76	779	9612001	0.32	0.68	32	4	12747	4426326	371531	0	0	0	9332	0
F299	195.0056	60.29	58.76	62.54	779	5479048	0.32	0.65	28	2	0	5292258	315878	0	0	0	0	0
F300	195.0056	62.91	62.54	67.02	779	5582417	0.33	0.58	26	2	0	5316373	418602	0	0	0	0	0
F301	195.0056	75.61	72.25	79.81	779	5416873	0.35	0.59	20	3	0	4992350	607663	9725	0	0	0	0
F302	195.0056	257.35	256.59	261.17	779	35752732	0.18	0.61	3	8	7408169	1663123	1188152	1781812	1603588	7372799	7441443	7554150
F303	195.0989	75.99	74.12	78.66	781	2260501	1.0	1.0	366	4	503077	0	0	0	0	529662	693797	501682
F304	240.1524	30.23	26.36	34.87	1137	1630325	0.45	0.94	45	8	337304	122506	73901	77490	19461	346447	369119	314801
F305	154.1227	13.1	9.67	14.23	420	1797417	0.4	0.67	3	8	238449	167312	104227	787997	294938	255046	195229	198837
F306	154.1227	17.26	16.13	21.43	420	5090118	0.96	0.76	7	8	1311131	193523	268460	196067	750519	811484	1125514	964959
F307	154.1227	25.97	24.44	28.7	420	843711	0.17	0.8	2	8	145713	170685	189852	176483	153635	183392	122510	166900
F308	154.1227	105.71	102.25	110.04	420	96976213	1.0	0.99	202	8	23838837	788775	1191539	874007	768582	25081987	21906693	22023196
F309	154.1227	120.41	119.65	122.68	420	898439	0.23	0.6	2	8	183671	139938	62865	167150	171387	214805	131221	152924
F310	240.1707	19.14	16.51	23.32	1138	2772188	1.0	0.99	204	6	457634	26811	0	0	678314	584086	567480	476870
F311	195.1129	17.63	16.51	20.27	782	1789735	0.98	0.74	27	8	264207	224131	297343	338075	118317	85988	208342	234934
F312	195.1129	24.07	20.27	28.31	782	2837537	0.9	0.76	23	8	74091	499973	675418	707191	629803	129634	41738	153533
F313	195.1129	99.93	98.0	103.01	782	1224617	0.33	0.51	4	8	155351	147229	197443	180159	141958	153601	168706	154740
F314	195.1129	129.14	124.55	133.76	782	14553424	1.0	0.94	30	8	1771160	1948316	1896370	1911206	1760303	1729126	1837321	1589179
F315	195.1129	176.12	173.42	180.75	782	4654526	1.0	0.74	6	8	597604	562327	627043	587687	526657	622643	669236	594075
F316	97.0396	22.58	18.01	27.15	36	1674524	1.0	0.97	25	4	491608	0	0	0	0	427988	463382	381147
F317	154.1339	102.63	98.39	103.01	421	4569822	0.34	0.79	2	8	586726	586114	747560	507136	564336	600488	619515	563398
F318	154.1339	105.33	103.01	108.83	421	6211254	0.62	0.96	5	8	856298	712508	1041375	721631	786570	780209	714086	778863
F319	154.1339	114.72	111.65	118.53	421	18202535	0.86	0.93	9	8	2385826	2572269	2855921	2377189	2070966	2364794	1913634	1693383
F320	154.1339	125.32	121.92	125.7	421	18422678	0.91	0.92	11	8	2195149	2676537	3235250	2713424	2097084	2100182	1582049	1782150
F321	154.1339	129.14	125.7	133.76	421	37403144	0.9	0.91	13	8	4089967	6062747	6149899	5625605	4597242	4221313	3354672	3131612
F322	97.9913	263.47	259.65	267.67	39	92007095	0.67	0.8	10	8	8603847	17763291	16557951	14634863	17335617	3973937	8474926	3652127
F323	195.1209	160.37	155.82	164.95	783	54422556	1.0	0.98	31	8	6035055	7883898	7795566	7361740	6272989	6326939	5768275	5452968
F324	98.0576	175.35	171.88	179.98	40	11541314	1.0	0.98	699	8	1523749	905078	1394355	1651477	1498173	1532978	1457964	1599540
F325	240.1806	16.13	15.37	18.76	1139	19282247	1.0	0.68	43	8	232459	4295216	4551679	4461254	4961759	266353	335453	404121
F326	240.1806	23.32	22.95	26.36	1139	3855842	0.24	0.89	6	8	519406	175064	355603	324995	152862	787017	911056	909961
F327	240.1806	80.57	76.37	87.03	1139	6850405	0.3	0.77	3	8	812476	1110649	1129630	988103	1240474	864686	736823	836231
F328	240.1806	106.47	103.79	107.63	1139	4470532	0.25	0.73	7	8	660015	461536	514084	490092	722654	649864	621480	624287
F329	240.1806	120.41	118.53	121.92	1139	2757166	0.25	0.92	3	8	526615	188543	141428	204080	471052	462615	480259	496455
F330	240.1806	123.42	121.92	127.61	1139	3197325	0.26	0.81	2	8	513296	298751	279625	294249	598352	557875	600601	547688
F331	154.9774	24.07	20.27	28.7	422	5926014	0.42	0.8	3	8	638517	3631760	997955	110559	137811	121565	601628	298345
F332	154.9774	194.08	189.47	196.72	422	10641395	0.45	0.67	2	8	1678787	758727	813414	1675754	1724558	1584814	1348591	1283523
F333	154.9774	203.6	200.16	204.36	422	8012029	0.5	0.92	3	8	1294771	491789	573848	1050719	1422563	1324849	1136188	935065
F334	154.9774	213.56	208.96	215.89	422	14338300	0.56	0.57	3	8	2595534	829978	957145	1568703	2129120	2347676	2268741	1949935
F335	154.9774	218.57	215.89	223.15	422	12740488	0.52	0.97	3	8	2336493	959686	853177	1515315	2168770	1607431	2279369	1257326
F336	240.9673	147.04	143.25	151.56	1140	832742843	1.0	1.0	96571	8	161945905	115809067	114424483	130166299	154477400	161061524	159592029	157664305
F337	195.1228	17.26	15.37	19.51	784	4924427	0.66	0.88	2	8	844096	788446	1045684	899940	860830	497032	1500434	1111938
F338	195.1228	23.32	19.51	25.97	784	106970614	1.0	0.96	59	8	18233247	5644229	6366132	7394322	5643535	20867376	22056632	24357409
F339	195.1228	27.54	25.97	32.16	784	19182774	1.0	0.61	5	8	3461597	1837572	1914006	2023291	1468582	3896792	4146365	4518703
F340	195.1228	113.95	111.65	118.53	784	9516985	0.67	0.73	2	8	2175376	1017599	1050608	1238803	2299449	2218514	2016879	1895518
F341	195.1228	295.84	184.53	298.15	784	135506101	0.67	0.65	3	8	37647261	7354070	7790768	8192908	36601791	37868067	35276888	34863909
F342	241.0312	225.79	221.64	230.29	1141	24937249	0.83	0.82	17	6	1179164	3438590	4421112	6444904	8356004	0	1165705	0
F343	241.0312	238.26	235.96	239.02	1141	10402237	0.67	0.71	7	6	404531	1405762	2004267	1220444	975503	0	423996	0
F344	241.0312	240.17	239.02	242.08	1141	4404978	0.66	0.81	5	6	396449	806815	1082643	1008025	752595	0	367451	0
F345	154.9903	42.2	37.96	46.84	423	5646515	0.08	0.99	44	5	173743	5115918	0	0	0	165055	146640	101511
F346	154.9903	49.93	46.84	54.57	423	1936286	0.24	0.83	13	5	160370	1494800	0	0	0	104685	189022	87641
F347	155.0688	131.83	129.9	136.45	424	34083129	1.0	0.94	638	8	3497191	4971181	4579382	5048448	5184184	3836471	3292278	3130800
F348	155.0752	131.83	130.28	136.45	425	12108697	1.0	0.94	1089	8	1284039	1819734	1659455	1763137	1850124	1341123	1133605	1089945
F349	98.0964	19.14	16.89	21.04	45	2650764	0.13	0.99	4	8	759380	113171	151222	83589	640511	591809	812648	621975
F350	98.0964	136.45	133.37	138.36	45	6212329	0.33	0.89	2	8	1015035	660849	808545	819228	1000874	939716	1046858	949185
F351	98.0964	228.78	224.29	233.29	45	10363573	0.31	0.89	2	8	1040436	2251914	2097989	2186848	2055975	1079549	820013	1052753
F352	195.1493	17.63	15.37	21.82	785	8524023	0.17	0.79	6	8	1621690	873719	961996	962073	882406	892979	1637805	1147630
F353	195.1493	32.55	27.93	36.4	785	5879869	0.28	0.81	2	8	811934	881993	911249	969596	967620	794780	807731	692234
F354	195.1493	130.67	123.42	137.22	785	3336622	0.37	0.69	2	8	602280	613365	639323	672336	609455	549318	473655	567660
F355	241.0497	130.28	128.37	131.83	1142	691365	0.26	0.89	8	8	88214	71036	95012	19465	80447	110351	111323	98034
F356	241.0497	192.16	187.94	196.72	1142	2188193	0.27	0.78	2	8	218995	211279	284241	239965	260326	320184	313809	314452
F357	241.0497	253.92	249.33	256.21	1142	31366859	0.37	0.95	3	8	10802293	360316	396751	262063	195944	4402083	10693903	4274262
F358	241.0497	262.7	258.12	267.29	1142	103468028	0.69	0.81	11	8	10828863	22797677	18169219	15442141	16638319	4717268	10866439	4118302
F359	195.9963	141.72	139.86	143.63	786	2594529	1.0	0.99	504	2	1286660	0	0	0	0	0	0	1318875
F360	241.0932	36.02	32.55	40.67	1143	7213136	1.0	0.89	668	6	1366294	0	0	916628	905523	1357870	1394867	1298486
F361	241.0932	44.15	40.67	47.22	1143	3937515	1.0	0.89	370	6	735182	0	0	442032	569378	739247	761508	806970
F362	241.1053	92.63	91.5	97.23	1144	19359070	1.0	0.91	2578	8	2757177	1627448	2077126	1988677	1601992	2989966	2722963	2850373
F363	98.9753	255.06	250.48	256.59	46	57327859	0.39	0.98	4	8	20592983	438920	486583	363928	378353	7708903	20421361	6953828
F364	98.9753	262.7	258.12	267.29	46	185292055	0.8	0.8	11	8	20777688	41064149	30147168	26083720	30711002	8488013	20810022	7526598
F365	196.004	193.69	189.08	196.72	787	28729965	0.24	0.87	2	8	4808461	2072852	2441111	4949874	4968148	4222326	3371926	2979905
F366	196.004	212.42	208.96	216.27	787	39032466	0.46	0.87	2	8	6744373	2343342	2762185	4530834	6281179	6436067	6046700	5304287
F367	155.0815	22.95	18.38	27.54	426	15518706	1.0	0.95	66	8	3805550	434374	587983	499451	381912	4073843	3892197	3374495
F368	155.0815	113.57	111.65	117.79	426	3580357	0.29	0.84	2	8	616805	518234	634452	596426	489225	571390	530593	583251
F369	155.0815	144.01	141.72	145.55	426	2534247	0.5	0.9	2	8	372310	278114	461806	472908	498121	436333	396012	401807
F370	155.0815	163.81	159.26	168.03	426	10089343	0.52	0.83	2	8	1556499	1399569	1513291	1174559	1427929	1381425	1531087	1376780
F371	155.0815	197.1	192.54	200.92	426	18022561	1.0	0.8	8	8	1926556	2885575	2861769	3031339	2769569	1832765	2085447	1797934
F372	196.0969	22.58	18.01	27.15	788	5780953	1.0	0.84	93	8	440092	1082113	1284808	1021545	683451	425198	437549	376127
F373	196.0969	127.23	123.05	131.06	788	1866135	0.64	0.91	4	8	197842	304914	279245	193982	191568	157483	297101	252772
F374	196.0969	163.81	159.26	167.65	788	1733670	0.95	0.88	4	8	157290	215909	329887	200625	147965	172831	311339	193756
F375	196.1058	150.03	148.54	152.72	789	2030945	1.0	1.0	345	4	497572	0	0	0	0	541459	496019	509464
F376	241.1548	142.87	141.35	145.18	1145	19263453	1.0	0.98	16	8	2079414	597902	3974001	3695958	4002064	1902815	1756340	1604291
F377	241.1548	152.72	148.91	155.03	1145	4915606	0.58	0.71	3	8	660602	748903	593925	567049	501568	528834	603920	532836
F378	241.1548	157.35	155.03	159.63	1145	4372283	0.6	0.82	2	8	565429	515012	532279	478512	428830	605237	575772	579522
F379	241.1548	161.52	159.63	162.28	1145	4695690	0.58	0.95	3	8	489961	642633	711956	492161	483738	561523	507468	635910
F380	241.1548	180.36	176.12	183.04	1145	16918436	0.56	0.78	20	8	2216782	1871221	2237650	2273305	2092319	2088369	2040674	2117116
F381	241.1548	194.46	191.0	196.72	1145	22708168	0.63	0.85	13	8	2884348	2714199	2911881	2881415	2846476	3019502	2594925	2464666
F382	241.1548	203.22	198.62	207.81	1145	88441972	1.0	0.94	61	8	11360056	10598947	10171412	11059698	11906757	11620389	11198887	10845519
F383	155.1067	105.33	100.72	110.04	427	3955612	1.0	1.0	565	4	880884	0	0	0	0	1092748	942353	1013314
F384	241.9707	146.67	144.79	151.18	1146	43169862	1.0	0.95	5392	8	6049014	4154600	4107872	5237896	6071922	6473151	6375201	6026960
F385	242.0377	147.41	145.55	151.95	1147	101543253	1.0	0.75	14847	8	14555077	12641211	11198199	11043463	10246601	14508122	13261382	13537613
F386	99.0917	7.01	2.4	10.44	49	2456447	0.22	0.93	2	8	211486	1886404	329767	208044	222811	246635	168919	187663
F387	99.0917	12.72	10.44	14.23	49	2548769	0.23	0.99	2	8	132948	152095	101687	2230193	99307	167765	99375	77737
F388	99.0917	19.14	16.51	22.2	49	5334968	0.64	0.99	4	8	987989	139242	175236	277456	1395010	985302	1046628	1051218
F389	99.0917	83.24	79.04	87.41	49	3609882	0.24	0.96	2	8	561383	474000	659980	606234	517153	631934	607994	636755
F390	99.0917	229.15	224.67	233.68	49	20156977	1.0	0.93	5	8	2090866	3568779	3099898	3254251	3196276	2220136	1782233	2096365
F391	242.1	131.45	126.85	134.53	1148	6517661	1.0	0.88	548	7	943528	915061	1018169	1100182	842196	833245	819749	0
F392	196.1262	23.32	22.58	25.97	791	8107854	1.0	0.93	117	8	1229428	322504	413606	463550	304764	1530668	1998128	1810929
F393	196.1262	27.54	25.97	29.46	791	1033070	0.74	0.96	9	8	187327	70658	53926	52190	14945	225571	216176	247164
F394	242.154	35.25	32.16	37.57	1149	1955801	0.45	0.97	367	4	513479	0	0	0	0	436879	515376	505067
F395	155.1179	7.01	2.4	9.29	428	4458673	1.0	0.66	3	8	604683	1564704	263284	847774	671780	587298	653421	567293
